B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,944,0.944
踊り子,スカート,蝶,花,3,0.003
踊り子,スカート,蝶,美しさ,21,0.021
踊り子,スカート,蝶,舞う,20,0.02
踊り子,スカート,蝶,羽,2,0.002
踊り子,スカート,蝶,飛ぶ,2,0.002
踊り子,スカート,NA,NA,8,0.008
踊り子,回る,蝶,舞う,451,0.451
踊り子,回る,蝶,女性,127,0.127
踊り子,回る,蝶,美しさ,55,0.055
踊り子,回る,蝶,羽,153,0.153
踊り子,回る,蝶,儚さ,8,0.008
踊り子,回る,蝶,花,34,0.034
踊り子,回る,蝶,空,45,0.045
踊り子,回る,蝶,飛ぶ,28,0.028
踊り子,回る,NA,NA,99,0.099
踊り子,舞台,蝶,舞う,745,0.745
踊り子,舞台,蝶,女性,162,0.162
踊り子,舞台,蝶,花,17,0.017
踊り子,舞台,蝶,美しさ,54,0.054
踊り子,舞台,蝶,空,12,0.012
踊り子,舞台,蝶,飛ぶ,2,0.002
踊り子,舞台,蝶,羽,2,0.002
踊り子,舞台,蝶,儚さ,2,0.002
踊り子,舞台,NA,NA,4,0.004
踊り子,夜,蝶,儚さ,462,0.462
踊り子,夜,蝶,空,434,0.434
踊り子,夜,蝶,舞う,11,0.011
踊り子,夜,蝶,美しさ,67,0.067
踊り子,夜,蝶,女性,4,0.004
踊り子,夜,蝶,花,7,0.007
踊り子,夜,蝶,飛ぶ,2,0.002
踊り子,夜,NA,NA,13,0.013
踊り子,女性,蝶,女性,1000,1.0
踊り子,女性,NA,NA,0,0.0
踊り子,踊り,蝶,舞う,315,0.315
踊り子,踊り,蝶,美しさ,313,0.313
踊り子,踊り,蝶,女性,362,0.362
踊り子,踊り,蝶,儚さ,3,0.003
踊り子,踊り,蝶,羽,2,0.002
踊り子,踊り,蝶,花,1,0.001
踊り子,踊り,NA,NA,4,0.004
踊り子,揺れる,蝶,羽,498,0.498
踊り子,揺れる,蝶,舞う,90,0.09
踊り子,揺れる,蝶,儚さ,221,0.221
踊り子,揺れる,蝶,女性,27,0.027
踊り子,揺れる,蝶,美しさ,85,0.085
踊り子,揺れる,蝶,花,24,0.024
踊り子,揺れる,蝶,空,4,0.004
踊り子,揺れる,蝶,飛ぶ,4,0.004
踊り子,揺れる,NA,NA,47,0.047
踊り子,音楽,蝶,舞う,620,0.62
踊り子,音楽,蝶,美しさ,219,0.219
踊り子,音楽,蝶,花,54,0.054
踊り子,音楽,蝶,女性,60,0.06
踊り子,音楽,蝶,飛ぶ,2,0.002
踊り子,音楽,蝶,羽,2,0.002
踊り子,音楽,蝶,儚さ,12,0.012
踊り子,音楽,蝶,空,8,0.008
踊り子,音楽,NA,NA,23,0.023
