B_dom,B_cod,A_dom,A_cod,count,probability
音楽,回る,美しさ,舞う,72,0.072
音楽,回る,花,飛ぶ,57,0.057
音楽,回る,舞う,飛ぶ,5,0.005
音楽,回る,舞う,羽,10,0.01
音楽,回る,美しさ,女性,4,0.004
音楽,回る,飛ぶ,女性,22,0.022
音楽,回る,女性,舞う,121,0.121
音楽,回る,空,女性,55,0.055
音楽,回る,女性,空,128,0.128
音楽,回る,女性,花,2,0.002
音楽,回る,儚さ,羽,31,0.031
音楽,回る,舞う,花,19,0.019
音楽,回る,儚さ,女性,21,0.021
音楽,回る,美しさ,飛ぶ,25,0.025
音楽,回る,美しさ,空,20,0.02
音楽,回る,空,花,11,0.011
音楽,回る,花,空,7,0.007
音楽,回る,舞う,美しさ,11,0.011
音楽,回る,女性,儚さ,6,0.006
音楽,回る,舞う,儚さ,16,0.016
音楽,回る,羽,女性,13,0.013
音楽,回る,飛ぶ,花,10,0.01
音楽,回る,飛ぶ,儚さ,3,0.003
音楽,回る,女性,羽,37,0.037
音楽,回る,美しさ,羽,8,0.008
音楽,回る,儚さ,舞う,10,0.01
音楽,回る,花,羽,30,0.03
音楽,回る,花,女性,3,0.003
音楽,回る,飛ぶ,美しさ,15,0.015
音楽,回る,空,舞う,3,0.003
音楽,回る,舞う,女性,19,0.019
音楽,回る,女性,美しさ,1,0.001
音楽,回る,羽,美しさ,3,0.003
音楽,回る,羽,花,8,0.008
音楽,回る,羽,儚さ,4,0.004
音楽,回る,儚さ,美しさ,10,0.01
音楽,回る,美しさ,花,5,0.005
音楽,回る,女性,飛ぶ,8,0.008
音楽,回る,花,舞う,8,0.008
音楽,回る,飛ぶ,舞う,3,0.003
音楽,回る,舞う,空,2,0.002
音楽,回る,空,儚さ,1,0.001
音楽,回る,美しさ,儚さ,2,0.002
音楽,回る,空,美しさ,2,0.002
音楽,回る,花,美しさ,1,0.001
音楽,回る,儚さ,飛ぶ,1,0.001
音楽,回る,儚さ,空,1,0.001
音楽,回る,NA,NA,146,0.146
踊り子,音楽,蝶,美しさ,136,0.136
踊り子,音楽,蝶,花,106,0.106
踊り子,音楽,蝶,舞う,82,0.082
踊り子,音楽,蝶,飛ぶ,53,0.053
踊り子,音楽,蝶,女性,303,0.303
踊り子,音楽,蝶,空,72,0.072
踊り子,音楽,蝶,儚さ,74,0.074
踊り子,音楽,蝶,羽,28,0.028
踊り子,音楽,NA,NA,146,0.146
踊り子,回る,蝶,舞う,217,0.217
踊り子,回る,蝶,飛ぶ,96,0.096
踊り子,回る,蝶,羽,116,0.116
踊り子,回る,蝶,女性,137,0.137
踊り子,回る,蝶,空,158,0.158
踊り子,回る,蝶,花,55,0.055
踊り子,回る,蝶,美しさ,43,0.043
踊り子,回る,蝶,儚さ,32,0.032
踊り子,回る,NA,NA,146,0.146
