B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,824,0.824
踊り子,スカート,蝶,羽,60,0.06
踊り子,スカート,蝶,舞う,29,0.029
踊り子,スカート,蝶,美しさ,7,0.007
踊り子,スカート,蝶,空,10,0.01
踊り子,スカート,蝶,花,21,0.021
踊り子,スカート,蝶,飛ぶ,34,0.034
踊り子,スカート,蝶,儚さ,3,0.003
踊り子,スカート,NA,NA,12,0.012
踊り子,夜,蝶,空,720,0.72
踊り子,夜,蝶,儚さ,188,0.188
踊り子,夜,蝶,美しさ,24,0.024
踊り子,夜,蝶,女性,20,0.02
踊り子,夜,蝶,飛ぶ,20,0.02
踊り子,夜,蝶,舞う,7,0.007
踊り子,夜,蝶,花,5,0.005
踊り子,夜,蝶,羽,4,0.004
踊り子,夜,NA,NA,12,0.012
夜,スカート,空,女性,694,0.694
夜,スカート,儚さ,女性,100,0.1
夜,スカート,美しさ,羽,2,0.002
夜,スカート,女性,舞う,8,0.008
夜,スカート,空,美しさ,5,0.005
夜,スカート,美しさ,舞う,12,0.012
夜,スカート,美しさ,空,2,0.002
夜,スカート,空,花,17,0.017
夜,スカート,儚さ,飛ぶ,29,0.029
夜,スカート,儚さ,舞う,5,0.005
夜,スカート,飛ぶ,女性,20,0.02
夜,スカート,舞う,女性,2,0.002
夜,スカート,儚さ,羽,54,0.054
夜,スカート,女性,空,8,0.008
夜,スカート,美しさ,飛ぶ,3,0.003
夜,スカート,女性,羽,2,0.002
夜,スカート,美しさ,女性,5,0.005
夜,スカート,女性,美しさ,1,0.001
夜,スカート,女性,飛ぶ,1,0.001
夜,スカート,舞う,儚さ,1,0.001
夜,スカート,舞う,羽,1,0.001
夜,スカート,空,儚さ,2,0.002
夜,スカート,花,羽,1,0.001
夜,スカート,花,女性,2,0.002
夜,スカート,羽,美しさ,1,0.001
夜,スカート,羽,女性,1,0.001
夜,スカート,羽,花,2,0.002
夜,スカート,舞う,花,2,0.002
夜,スカート,花,舞う,2,0.002
夜,スカート,空,舞う,2,0.002
夜,スカート,舞う,飛ぶ,1,0.001
夜,スカート,NA,NA,12,0.012
