B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,花,451,0.451
踊り子,女性,蝶,舞う,260,0.26
踊り子,女性,蝶,美しさ,129,0.129
踊り子,女性,蝶,女性,120,0.12
踊り子,女性,蝶,儚さ,5,0.005
踊り子,女性,蝶,空,12,0.012
踊り子,女性,蝶,飛ぶ,11,0.011
踊り子,女性,蝶,羽,12,0.012
踊り子,女性,NA,NA,0,0.0
踊り子,踊り,蝶,舞う,527,0.527
踊り子,踊り,蝶,女性,17,0.017
踊り子,踊り,蝶,羽,327,0.327
踊り子,踊り,蝶,飛ぶ,41,0.041
踊り子,踊り,蝶,花,64,0.064
踊り子,踊り,蝶,儚さ,13,0.013
踊り子,踊り,蝶,美しさ,11,0.011
踊り子,踊り,NA,NA,0,0.0
女性,踊り,花,舞う,440,0.44
女性,踊り,花,女性,10,0.01
女性,踊り,舞う,羽,201,0.201
女性,踊り,舞う,飛ぶ,38,0.038
女性,踊り,美しさ,羽,115,0.115
女性,踊り,女性,舞う,65,0.065
女性,踊り,女性,花,44,0.044
女性,踊り,美しさ,儚さ,13,0.013
女性,踊り,儚さ,女性,5,0.005
女性,踊り,女性,羽,11,0.011
女性,踊り,空,舞う,11,0.011
女性,踊り,舞う,花,20,0.02
女性,踊り,飛ぶ,舞う,11,0.011
女性,踊り,美しさ,飛ぶ,1,0.001
女性,踊り,羽,美しさ,10,0.01
女性,踊り,花,飛ぶ,1,0.001
女性,踊り,羽,女性,2,0.002
女性,踊り,舞う,美しさ,1,0.001
女性,踊り,空,飛ぶ,1,0.001
女性,踊り,NA,NA,0,0.0
