B_dom,B_cod,A_dom,A_cod,count,probability
夜,踊り,儚さ,舞う,566,0.566
夜,踊り,美しさ,舞う,87,0.087
夜,踊り,空,舞う,40,0.04
夜,踊り,女性,羽,10,0.01
夜,踊り,儚さ,女性,30,0.03
夜,踊り,儚さ,羽,74,0.074
夜,踊り,女性,舞う,70,0.07
夜,踊り,儚さ,飛ぶ,26,0.026
夜,踊り,舞う,花,1,0.001
夜,踊り,美しさ,羽,11,0.011
夜,踊り,舞う,飛ぶ,12,0.012
夜,踊り,空,儚さ,13,0.013
夜,踊り,空,花,23,0.023
夜,踊り,空,美しさ,2,0.002
夜,踊り,儚さ,花,1,0.001
夜,踊り,美しさ,女性,1,0.001
夜,踊り,美しさ,飛ぶ,3,0.003
夜,踊り,儚さ,美しさ,1,0.001
夜,踊り,花,羽,3,0.003
夜,踊り,舞う,儚さ,2,0.002
夜,踊り,空,女性,6,0.006
夜,踊り,羽,花,1,0.001
夜,踊り,儚さ,空,1,0.001
夜,踊り,花,舞う,1,0.001
夜,踊り,飛ぶ,美しさ,1,0.001
夜,踊り,NA,NA,14,0.014
踊り子,夜,蝶,儚さ,699,0.699
踊り子,夜,蝶,美しさ,102,0.102
踊り子,夜,蝶,空,84,0.084
踊り子,夜,蝶,女性,80,0.08
踊り子,夜,蝶,舞う,15,0.015
踊り子,夜,蝶,花,4,0.004
踊り子,夜,蝶,羽,1,0.001
踊り子,夜,蝶,飛ぶ,1,0.001
踊り子,夜,NA,NA,14,0.014
踊り子,踊り,蝶,舞う,764,0.764
踊り子,踊り,蝶,羽,98,0.098
踊り子,踊り,蝶,女性,37,0.037
踊り子,踊り,蝶,飛ぶ,41,0.041
踊り子,踊り,蝶,花,26,0.026
踊り子,踊り,蝶,儚さ,15,0.015
踊り子,踊り,蝶,美しさ,4,0.004
踊り子,踊り,蝶,空,1,0.001
踊り子,踊り,NA,NA,14,0.014
