B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,女性,425,0.425
踊り子,女性,蝶,羽,237,0.237
踊り子,女性,蝶,飛ぶ,45,0.045
踊り子,女性,蝶,美しさ,50,0.05
踊り子,女性,蝶,舞う,114,0.114
踊り子,女性,蝶,空,66,0.066
踊り子,女性,蝶,花,5,0.005
踊り子,女性,蝶,儚さ,16,0.016
踊り子,女性,NA,NA,42,0.042
踊り子,揺れる,蝶,舞う,126,0.126
踊り子,揺れる,蝶,儚さ,383,0.383
踊り子,揺れる,蝶,空,52,0.052
踊り子,揺れる,蝶,羽,113,0.113
踊り子,揺れる,蝶,飛ぶ,60,0.06
踊り子,揺れる,蝶,女性,103,0.103
踊り子,揺れる,蝶,花,81,0.081
踊り子,揺れる,蝶,美しさ,40,0.04
踊り子,揺れる,NA,NA,42,0.042
女性,揺れる,女性,舞う,126,0.126
女性,揺れる,羽,儚さ,151,0.151
女性,揺れる,女性,空,52,0.052
女性,揺れる,飛ぶ,儚さ,14,0.014
女性,揺れる,女性,羽,113,0.113
女性,揺れる,美しさ,飛ぶ,50,0.05
女性,揺れる,舞う,儚さ,99,0.099
女性,揺れる,空,女性,48,0.048
女性,揺れる,女性,儚さ,109,0.109
女性,揺れる,花,女性,5,0.005
女性,揺れる,舞う,花,9,0.009
女性,揺れる,羽,花,54,0.054
女性,揺れる,羽,女性,25,0.025
女性,揺れる,飛ぶ,花,11,0.011
女性,揺れる,女性,美しさ,10,0.01
女性,揺れる,空,儚さ,10,0.01
女性,揺れる,羽,美しさ,7,0.007
女性,揺れる,空,美しさ,6,0.006
女性,揺れる,舞う,女性,5,0.005
女性,揺れる,飛ぶ,美しさ,10,0.01
女性,揺れる,飛ぶ,女性,10,0.01
女性,揺れる,空,花,2,0.002
女性,揺れる,女性,飛ぶ,10,0.01
女性,揺れる,儚さ,女性,10,0.01
女性,揺れる,儚さ,美しさ,6,0.006
女性,揺れる,女性,花,5,0.005
女性,揺れる,舞う,美しさ,1,0.001
女性,揺れる,NA,NA,42,0.042
