B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,回る,蝶,美しさ,39,0.039
踊り子,回る,蝶,空,234,0.234
踊り子,回る,蝶,女性,100,0.1
踊り子,回る,蝶,舞う,224,0.224
踊り子,回る,蝶,儚さ,35,0.035
踊り子,回る,蝶,羽,74,0.074
踊り子,回る,蝶,花,79,0.079
踊り子,回る,蝶,飛ぶ,109,0.109
踊り子,回る,NA,NA,106,0.106
踊り子,女性,蝶,儚さ,18,0.018
踊り子,女性,蝶,羽,107,0.107
踊り子,女性,蝶,女性,571,0.571
踊り子,女性,蝶,空,43,0.043
踊り子,女性,蝶,飛ぶ,38,0.038
踊り子,女性,蝶,美しさ,93,0.093
踊り子,女性,蝶,花,5,0.005
踊り子,女性,蝶,舞う,19,0.019
踊り子,女性,NA,NA,106,0.106
女性,回る,儚さ,美しさ,12,0.012
女性,回る,羽,美しさ,6,0.006
女性,回る,女性,空,234,0.234
女性,回る,空,女性,33,0.033
女性,回る,女性,舞う,224,0.224
女性,回る,飛ぶ,女性,19,0.019
女性,回る,羽,儚さ,18,0.018
女性,回る,羽,女性,28,0.028
女性,回る,女性,羽,74,0.074
女性,回る,羽,花,55,0.055
女性,回る,美しさ,飛ぶ,93,0.093
女性,回る,女性,飛ぶ,16,0.016
女性,回る,女性,儚さ,10,0.01
女性,回る,空,花,7,0.007
女性,回る,飛ぶ,花,6,0.006
女性,回る,花,女性,5,0.005
女性,回る,舞う,女性,9,0.009
女性,回る,舞う,儚さ,3,0.003
女性,回る,儚さ,女性,6,0.006
女性,回る,女性,美しさ,6,0.006
女性,回る,飛ぶ,美しさ,9,0.009
女性,回る,舞う,美しさ,3,0.003
女性,回る,飛ぶ,儚さ,4,0.004
女性,回る,空,美しさ,3,0.003
女性,回る,女性,花,7,0.007
女性,回る,舞う,花,4,0.004
女性,回る,NA,NA,106,0.106
