B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,回る,蝶,空,179,0.179
踊り子,回る,蝶,舞う,124,0.124
踊り子,回る,蝶,飛ぶ,69,0.069
踊り子,回る,蝶,花,33,0.033
踊り子,回る,蝶,羽,139,0.139
踊り子,回る,蝶,女性,191,0.191
踊り子,回る,蝶,美しさ,107,0.107
踊り子,回る,蝶,儚さ,28,0.028
踊り子,回る,NA,NA,130,0.13
踊り子,女性,蝶,花,296,0.296
踊り子,女性,蝶,美しさ,66,0.066
踊り子,女性,蝶,羽,122,0.122
踊り子,女性,蝶,女性,88,0.088
踊り子,女性,蝶,舞う,151,0.151
踊り子,女性,蝶,飛ぶ,22,0.022
踊り子,女性,蝶,儚さ,107,0.107
踊り子,女性,蝶,空,18,0.018
踊り子,女性,NA,NA,130,0.13
回る,女性,空,花,135,0.135
回る,女性,舞う,花,103,0.103
回る,女性,飛ぶ,美しさ,62,0.062
回る,女性,花,羽,13,0.013
回る,女性,羽,花,45,0.045
回る,女性,女性,羽,61,0.061
回る,女性,空,女性,44,0.044
回る,女性,女性,舞う,84,0.084
回る,女性,羽,女性,23,0.023
回る,女性,花,飛ぶ,12,0.012
回る,女性,羽,儚さ,71,0.071
回る,女性,美しさ,羽,29,0.029
回る,女性,美しさ,舞う,58,0.058
回る,女性,舞う,儚さ,11,0.011
回る,女性,女性,飛ぶ,3,0.003
回る,女性,美しさ,飛ぶ,6,0.006
回る,女性,儚さ,舞う,6,0.006
回る,女性,美しさ,儚さ,4,0.004
回る,女性,女性,儚さ,19,0.019
回る,女性,女性,美しさ,4,0.004
回る,女性,儚さ,羽,15,0.015
回る,女性,飛ぶ,儚さ,2,0.002
回る,女性,舞う,飛ぶ,1,0.001
回る,女性,女性,空,14,0.014
回る,女性,美しさ,花,2,0.002
回る,女性,舞う,女性,5,0.005
回る,女性,女性,花,6,0.006
回る,女性,花,女性,3,0.003
回る,女性,儚さ,女性,7,0.007
回る,女性,花,舞う,3,0.003
回る,女性,美しさ,女性,6,0.006
回る,女性,飛ぶ,花,5,0.005
回る,女性,美しさ,空,2,0.002
回る,女性,花,空,2,0.002
回る,女性,舞う,羽,4,0.004
回る,女性,NA,NA,130,0.13
