B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,音楽,蝶,舞う,513,0.513
踊り子,音楽,蝶,羽,34,0.034
踊り子,音楽,蝶,花,200,0.2
踊り子,音楽,蝶,美しさ,26,0.026
踊り子,音楽,蝶,女性,132,0.132
踊り子,音楽,蝶,飛ぶ,9,0.009
踊り子,音楽,蝶,儚さ,40,0.04
踊り子,音楽,蝶,空,15,0.015
踊り子,音楽,NA,NA,31,0.031
踊り子,夜,蝶,儚さ,615,0.615
踊り子,夜,蝶,空,278,0.278
踊り子,夜,蝶,花,5,0.005
踊り子,夜,蝶,美しさ,31,0.031
踊り子,夜,蝶,舞う,7,0.007
踊り子,夜,蝶,飛ぶ,4,0.004
踊り子,夜,蝶,羽,3,0.003
踊り子,夜,蝶,女性,26,0.026
踊り子,夜,NA,NA,31,0.031
夜,音楽,儚さ,舞う,468,0.468
夜,音楽,儚さ,羽,33,0.033
夜,音楽,空,花,189,0.189
夜,音楽,花,美しさ,1,0.001
夜,音楽,空,美しさ,12,0.012
夜,音楽,空,女性,42,0.042
夜,音楽,美しさ,女性,2,0.002
夜,音楽,舞う,花,4,0.004
夜,音楽,儚さ,飛ぶ,7,0.007
夜,音楽,儚さ,女性,86,0.086
夜,音楽,儚さ,花,3,0.003
夜,音楽,儚さ,美しさ,9,0.009
夜,音楽,飛ぶ,美しさ,3,0.003
夜,音楽,美しさ,舞う,20,0.02
夜,音楽,空,儚さ,33,0.033
夜,音楽,花,舞う,4,0.004
夜,音楽,儚さ,空,9,0.009
夜,音楽,羽,儚さ,1,0.001
夜,音楽,女性,舞う,19,0.019
夜,音楽,美しさ,花,1,0.001
夜,音楽,舞う,美しさ,1,0.001
夜,音楽,羽,花,1,0.001
夜,音楽,女性,儚さ,2,0.002
夜,音楽,舞う,儚さ,1,0.001
夜,音楽,美しさ,飛ぶ,2,0.002
夜,音楽,空,舞う,2,0.002
夜,音楽,羽,女性,1,0.001
夜,音楽,女性,羽,1,0.001
夜,音楽,女性,花,2,0.002
夜,音楽,飛ぶ,儚さ,1,0.001
夜,音楽,女性,空,2,0.002
夜,音楽,美しさ,空,4,0.004
夜,音楽,美しさ,儚さ,2,0.002
夜,音楽,舞う,女性,1,0.001
夜,音楽,NA,NA,31,0.031
