B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,599,0.599
踊り子,スカート,蝶,美しさ,164,0.164
踊り子,スカート,蝶,舞う,63,0.063
踊り子,スカート,蝶,儚さ,34,0.034
踊り子,スカート,蝶,空,22,0.022
踊り子,スカート,蝶,羽,52,0.052
踊り子,スカート,蝶,花,7,0.007
踊り子,スカート,NA,NA,59,0.059
踊り子,揺れる,蝶,儚さ,417,0.417
踊り子,揺れる,蝶,美しさ,130,0.13
踊り子,揺れる,蝶,羽,246,0.246
踊り子,揺れる,蝶,舞う,42,0.042
踊り子,揺れる,蝶,花,45,0.045
踊り子,揺れる,蝶,女性,31,0.031
踊り子,揺れる,蝶,空,21,0.021
踊り子,揺れる,蝶,飛ぶ,9,0.009
踊り子,揺れる,NA,NA,59,0.059
揺れる,スカート,儚さ,女性,400,0.4
揺れる,スカート,美しさ,女性,45,0.045
揺れる,スカート,羽,美しさ,132,0.132
揺れる,スカート,羽,女性,112,0.112
揺れる,スカート,舞う,女性,29,0.029
揺れる,スカート,美しさ,舞う,3,0.003
揺れる,スカート,美しさ,儚さ,23,0.023
揺れる,スカート,美しさ,空,19,0.019
揺れる,スカート,美しさ,羽,38,0.038
揺れる,スカート,花,舞う,35,0.035
揺れる,スカート,儚さ,美しさ,8,0.008
揺れる,スカート,女性,舞う,12,0.012
揺れる,スカート,空,舞う,7,0.007
揺れる,スカート,空,美しさ,13,0.013
揺れる,スカート,女性,美しさ,7,0.007
揺れる,スカート,飛ぶ,舞う,3,0.003
揺れる,スカート,花,女性,10,0.01
揺れる,スカート,女性,儚さ,11,0.011
揺れる,スカート,飛ぶ,女性,2,0.002
揺れる,スカート,舞う,羽,13,0.013
揺れる,スカート,儚さ,空,3,0.003
揺れる,スカート,儚さ,花,3,0.003
揺れる,スカート,儚さ,舞う,3,0.003
揺れる,スカート,羽,花,2,0.002
揺れる,スカート,空,女性,1,0.001
揺れる,スカート,飛ぶ,美しさ,4,0.004
揺れる,スカート,美しさ,花,2,0.002
揺れる,スカート,女性,羽,1,0.001
揺れる,スカート,NA,NA,59,0.059
