B_dom,B_cod,A_dom,A_cod,count,probability
揺れる,音楽,美しさ,舞う,89,0.089
揺れる,音楽,儚さ,舞う,249,0.249
揺れる,音楽,空,花,19,0.019
揺れる,音楽,美しさ,空,15,0.015
揺れる,音楽,舞う,花,42,0.042
揺れる,音楽,羽,女性,72,0.072
揺れる,音楽,飛ぶ,美しさ,28,0.028
揺れる,音楽,舞う,儚さ,11,0.011
揺れる,音楽,女性,舞う,101,0.101
揺れる,音楽,羽,美しさ,31,0.031
揺れる,音楽,儚さ,女性,68,0.068
揺れる,音楽,女性,飛ぶ,1,0.001
揺れる,音楽,女性,花,7,0.007
揺れる,音楽,儚さ,羽,55,0.055
揺れる,音楽,儚さ,美しさ,33,0.033
揺れる,音楽,儚さ,空,15,0.015
揺れる,音楽,舞う,女性,4,0.004
揺れる,音楽,花,舞う,10,0.01
揺れる,音楽,女性,儚さ,8,0.008
揺れる,音楽,空,美しさ,2,0.002
揺れる,音楽,舞う,飛ぶ,3,0.003
揺れる,音楽,儚さ,花,9,0.009
揺れる,音楽,飛ぶ,花,4,0.004
揺れる,音楽,花,空,5,0.005
揺れる,音楽,羽,儚さ,5,0.005
揺れる,音楽,飛ぶ,儚さ,2,0.002
揺れる,音楽,花,飛ぶ,1,0.001
揺れる,音楽,空,儚さ,4,0.004
揺れる,音楽,花,美しさ,2,0.002
揺れる,音楽,美しさ,羽,4,0.004
揺れる,音楽,羽,空,2,0.002
揺れる,音楽,舞う,空,1,0.001
揺れる,音楽,羽,花,4,0.004
揺れる,音楽,女性,空,2,0.002
揺れる,音楽,儚さ,飛ぶ,4,0.004
揺れる,音楽,女性,美しさ,1,0.001
揺れる,音楽,花,羽,8,0.008
揺れる,音楽,女性,羽,6,0.006
揺れる,音楽,美しさ,女性,5,0.005
揺れる,音楽,美しさ,儚さ,1,0.001
揺れる,音楽,舞う,美しさ,2,0.002
揺れる,音楽,舞う,羽,1,0.001
揺れる,音楽,美しさ,飛ぶ,1,0.001
揺れる,音楽,羽,舞う,2,0.002
揺れる,音楽,飛ぶ,女性,2,0.002
揺れる,音楽,美しさ,花,1,0.001
揺れる,音楽,空,女性,1,0.001
揺れる,音楽,NA,NA,57,0.057
踊り子,揺れる,蝶,美しさ,116,0.116
踊り子,揺れる,蝶,儚さ,433,0.433
踊り子,揺れる,蝶,空,26,0.026
踊り子,揺れる,蝶,舞う,64,0.064
踊り子,揺れる,蝶,羽,116,0.116
踊り子,揺れる,蝶,飛ぶ,36,0.036
踊り子,揺れる,蝶,女性,126,0.126
踊り子,揺れる,蝶,花,26,0.026
踊り子,揺れる,NA,NA,57,0.057
踊り子,音楽,蝶,舞う,451,0.451
踊り子,音楽,蝶,花,86,0.086
踊り子,音楽,蝶,空,40,0.04
踊り子,音楽,蝶,女性,152,0.152
踊り子,音楽,蝶,美しさ,99,0.099
踊り子,音楽,蝶,儚さ,31,0.031
踊り子,音楽,蝶,飛ぶ,10,0.01
踊り子,音楽,蝶,羽,74,0.074
踊り子,音楽,NA,NA,57,0.057
