B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,829,0.829
踊り子,スカート,蝶,羽,83,0.083
踊り子,スカート,蝶,飛ぶ,25,0.025
踊り子,スカート,蝶,美しさ,22,0.022
踊り子,スカート,蝶,舞う,17,0.017
踊り子,スカート,蝶,儚さ,1,0.001
踊り子,スカート,蝶,空,10,0.01
踊り子,スカート,蝶,花,4,0.004
踊り子,スカート,NA,NA,9,0.009
踊り子,夜,蝶,儚さ,171,0.171
踊り子,夜,蝶,空,698,0.698
踊り子,夜,蝶,花,15,0.015
踊り子,夜,蝶,飛ぶ,40,0.04
踊り子,夜,蝶,美しさ,28,0.028
踊り子,夜,蝶,女性,23,0.023
踊り子,夜,蝶,舞う,11,0.011
踊り子,夜,蝶,羽,5,0.005
踊り子,夜,NA,NA,9,0.009
スカート,夜,女性,儚さ,86,0.086
スカート,夜,女性,空,681,0.681
スカート,夜,羽,花,5,0.005
スカート,夜,羽,儚さ,58,0.058
スカート,夜,女性,飛ぶ,33,0.033
スカート,夜,羽,美しさ,14,0.014
スカート,夜,飛ぶ,女性,10,0.01
スカート,夜,女性,美しさ,12,0.012
スカート,夜,美しさ,飛ぶ,7,0.007
スカート,夜,舞う,儚さ,7,0.007
スカート,夜,飛ぶ,儚さ,13,0.013
スカート,夜,儚さ,女性,1,0.001
スカート,夜,美しさ,空,12,0.012
スカート,夜,女性,花,1,0.001
スカート,夜,女性,舞う,11,0.011
スカート,夜,美しさ,儚さ,2,0.002
スカート,夜,空,女性,5,0.005
スカート,夜,舞う,空,2,0.002
スカート,夜,女性,羽,5,0.005
スカート,夜,飛ぶ,美しさ,2,0.002
スカート,夜,空,儚さ,4,0.004
スカート,夜,羽,女性,5,0.005
スカート,夜,羽,空,1,0.001
スカート,夜,舞う,花,8,0.008
スカート,夜,花,空,2,0.002
スカート,夜,花,儚さ,1,0.001
スカート,夜,美しさ,女性,1,0.001
スカート,夜,空,花,1,0.001
スカート,夜,花,女性,1,0.001
スカート,夜,NA,NA,9,0.009
