B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,美しさ,284,0.284
踊り子,スカート,蝶,女性,649,0.649
踊り子,スカート,蝶,舞う,37,0.037
踊り子,スカート,蝶,羽,15,0.015
踊り子,スカート,蝶,花,3,0.003
踊り子,スカート,蝶,空,4,0.004
踊り子,スカート,蝶,儚さ,2,0.002
踊り子,スカート,蝶,飛ぶ,3,0.003
踊り子,スカート,NA,NA,3,0.003
踊り子,踊り,蝶,羽,297,0.297
踊り子,踊り,蝶,舞う,571,0.571
踊り子,踊り,蝶,飛ぶ,48,0.048
踊り子,踊り,蝶,花,21,0.021
踊り子,踊り,蝶,女性,20,0.02
踊り子,踊り,蝶,儚さ,22,0.022
踊り子,踊り,蝶,美しさ,11,0.011
踊り子,踊り,蝶,空,7,0.007
踊り子,踊り,NA,NA,3,0.003
スカート,踊り,美しさ,羽,243,0.243
スカート,踊り,女性,舞う,556,0.556
スカート,踊り,舞う,飛ぶ,26,0.026
スカート,踊り,舞う,花,11,0.011
スカート,踊り,女性,羽,52,0.052
スカート,踊り,美しさ,女性,8,0.008
スカート,踊り,女性,花,8,0.008
スカート,踊り,女性,儚さ,22,0.022
スカート,踊り,羽,女性,11,0.011
スカート,踊り,花,羽,2,0.002
スカート,踊り,美しさ,飛ぶ,17,0.017
スカート,踊り,美しさ,舞う,11,0.011
スカート,踊り,女性,飛ぶ,5,0.005
スカート,踊り,空,舞う,2,0.002
スカート,踊り,羽,美しさ,4,0.004
スカート,踊り,儚さ,舞う,1,0.001
スカート,踊り,美しさ,空,5,0.005
スカート,踊り,飛ぶ,美しさ,3,0.003
スカート,踊り,空,花,2,0.002
スカート,踊り,女性,美しさ,4,0.004
スカート,踊り,儚さ,女性,1,0.001
スカート,踊り,女性,空,2,0.002
スカート,踊り,花,舞う,1,0.001
スカート,踊り,NA,NA,3,0.003
