B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,空,31,0.031
踊り子,揺れる,蝶,儚さ,422,0.422
踊り子,揺れる,蝶,女性,102,0.102
踊り子,揺れる,蝶,美しさ,130,0.13
踊り子,揺れる,蝶,舞う,59,0.059
踊り子,揺れる,蝶,飛ぶ,20,0.02
踊り子,揺れる,蝶,羽,114,0.114
踊り子,揺れる,蝶,花,32,0.032
踊り子,揺れる,NA,NA,90,0.09
踊り子,音楽,蝶,花,87,0.087
踊り子,音楽,蝶,飛ぶ,21,0.021
踊り子,音楽,蝶,舞う,416,0.416
踊り子,音楽,蝶,女性,164,0.164
踊り子,音楽,蝶,美しさ,90,0.09
踊り子,音楽,蝶,空,38,0.038
踊り子,音楽,蝶,羽,66,0.066
踊り子,音楽,蝶,儚さ,28,0.028
踊り子,音楽,NA,NA,90,0.09
揺れる,音楽,空,花,18,0.018
揺れる,音楽,儚さ,飛ぶ,10,0.01
揺れる,音楽,女性,舞う,80,0.08
揺れる,音楽,美しさ,舞う,100,0.1
揺れる,音楽,儚さ,舞う,218,0.218
揺れる,音楽,儚さ,花,11,0.011
揺れる,音楽,舞う,花,43,0.043
揺れる,音楽,飛ぶ,花,1,0.001
揺れる,音楽,儚さ,女性,84,0.084
揺れる,音楽,羽,美しさ,36,0.036
揺れる,音楽,羽,女性,64,0.064
揺れる,音楽,美しさ,女性,6,0.006
揺れる,音楽,儚さ,空,20,0.02
揺れる,音楽,花,舞う,10,0.01
揺れる,音楽,儚さ,美しさ,31,0.031
揺れる,音楽,儚さ,羽,48,0.048
揺れる,音楽,花,美しさ,3,0.003
揺れる,音楽,美しさ,空,9,0.009
揺れる,音楽,飛ぶ,舞う,2,0.002
揺れる,音楽,美しさ,花,4,0.004
揺れる,音楽,空,女性,6,0.006
揺れる,音楽,女性,花,6,0.006
揺れる,音楽,花,女性,2,0.002
揺れる,音楽,女性,羽,6,0.006
揺れる,音楽,空,美しさ,2,0.002
揺れる,音楽,舞う,儚さ,8,0.008
揺れる,音楽,舞う,飛ぶ,4,0.004
揺れる,音楽,飛ぶ,美しさ,15,0.015
揺れる,音楽,美しさ,儚さ,2,0.002
揺れる,音楽,舞う,女性,2,0.002
揺れる,音楽,花,空,6,0.006
揺れる,音楽,羽,舞う,3,0.003
揺れる,音楽,舞う,羽,1,0.001
揺れる,音楽,空,舞う,3,0.003
揺れる,音楽,花,儚さ,2,0.002
揺れる,音楽,花,飛ぶ,3,0.003
揺れる,音楽,花,羽,6,0.006
揺れる,音楽,女性,空,3,0.003
揺れる,音楽,羽,儚さ,7,0.007
揺れる,音楽,美しさ,飛ぶ,4,0.004
揺れる,音楽,女性,美しさ,2,0.002
揺れる,音楽,空,儚さ,2,0.002
揺れる,音楽,美しさ,羽,5,0.005
揺れる,音楽,女性,儚さ,5,0.005
揺れる,音楽,羽,花,4,0.004
揺れる,音楽,舞う,美しさ,1,0.001
揺れる,音楽,飛ぶ,儚さ,2,0.002
揺れる,音楽,NA,NA,90,0.09
