B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,845,0.845
踊り子,スカート,蝶,美しさ,24,0.024
踊り子,スカート,蝶,舞う,10,0.01
踊り子,スカート,蝶,羽,57,0.057
踊り子,スカート,蝶,空,12,0.012
踊り子,スカート,蝶,飛ぶ,21,0.021
踊り子,スカート,蝶,花,3,0.003
踊り子,スカート,蝶,儚さ,3,0.003
踊り子,スカート,NA,NA,25,0.025
踊り子,夜,蝶,空,709,0.709
踊り子,夜,蝶,花,10,0.01
踊り子,夜,蝶,儚さ,162,0.162
踊り子,夜,蝶,舞う,16,0.016
踊り子,夜,蝶,飛ぶ,35,0.035
踊り子,夜,蝶,女性,25,0.025
踊り子,夜,蝶,美しさ,16,0.016
踊り子,夜,蝶,羽,2,0.002
踊り子,夜,NA,NA,25,0.025
スカート,夜,女性,空,687,0.687
スカート,夜,美しさ,空,17,0.017
スカート,夜,女性,花,1,0.001
スカート,夜,女性,儚さ,98,0.098
スカート,夜,舞う,花,4,0.004
スカート,夜,女性,舞う,16,0.016
スカート,夜,羽,儚さ,51,0.051
スカート,夜,女性,飛ぶ,33,0.033
スカート,夜,空,女性,7,0.007
スカート,夜,飛ぶ,儚さ,6,0.006
スカート,夜,羽,美しさ,4,0.004
スカート,夜,女性,羽,2,0.002
スカート,夜,羽,花,2,0.002
スカート,夜,美しさ,飛ぶ,2,0.002
スカート,夜,美しさ,女性,4,0.004
スカート,夜,女性,美しさ,8,0.008
スカート,夜,舞う,儚さ,5,0.005
スカート,夜,花,空,2,0.002
スカート,夜,空,美しさ,2,0.002
スカート,夜,飛ぶ,女性,13,0.013
スカート,夜,空,花,2,0.002
スカート,夜,飛ぶ,美しさ,1,0.001
スカート,夜,飛ぶ,花,1,0.001
スカート,夜,舞う,空,1,0.001
スカート,夜,儚さ,空,2,0.002
スカート,夜,儚さ,美しさ,1,0.001
スカート,夜,美しさ,儚さ,1,0.001
スカート,夜,花,女性,1,0.001
スカート,夜,空,儚さ,1,0.001
スカート,夜,NA,NA,25,0.025
