B_dom,B_cod,A_dom,A_cod,count,probability
音楽,女性,羽,美しさ,99,0.099
音楽,女性,美しさ,女性,2,0.002
音楽,女性,舞う,花,247,0.247
音楽,女性,空,美しさ,15,0.015
音楽,女性,花,舞う,144,0.144
音楽,女性,美しさ,羽,187,0.187
音楽,女性,舞う,羽,24,0.024
音楽,女性,女性,儚さ,77,0.077
音楽,女性,儚さ,女性,63,0.063
音楽,女性,美しさ,儚さ,13,0.013
音楽,女性,花,女性,19,0.019
音楽,女性,女性,花,5,0.005
音楽,女性,美しさ,花,1,0.001
音楽,女性,美しさ,空,11,0.011
音楽,女性,女性,羽,6,0.006
音楽,女性,羽,女性,12,0.012
音楽,女性,美しさ,舞う,8,0.008
音楽,女性,舞う,飛ぶ,2,0.002
音楽,女性,花,羽,6,0.006
音楽,女性,舞う,女性,14,0.014
音楽,女性,女性,舞う,7,0.007
音楽,女性,飛ぶ,美しさ,6,0.006
音楽,女性,空,舞う,8,0.008
音楽,女性,飛ぶ,舞う,1,0.001
音楽,女性,花,空,3,0.003
音楽,女性,女性,美しさ,1,0.001
音楽,女性,NA,NA,19,0.019
踊り子,女性,蝶,美しさ,121,0.121
踊り子,女性,蝶,女性,110,0.11
踊り子,女性,蝶,花,253,0.253
踊り子,女性,蝶,舞う,168,0.168
踊り子,女性,蝶,羽,223,0.223
踊り子,女性,蝶,儚さ,90,0.09
踊り子,女性,蝶,空,14,0.014
踊り子,女性,蝶,飛ぶ,2,0.002
踊り子,女性,NA,NA,19,0.019
踊り子,音楽,蝶,羽,111,0.111
踊り子,音楽,蝶,美しさ,222,0.222
踊り子,音楽,蝶,舞う,287,0.287
踊り子,音楽,蝶,空,23,0.023
踊り子,音楽,蝶,花,172,0.172
踊り子,音楽,蝶,女性,96,0.096
踊り子,音楽,蝶,儚さ,63,0.063
踊り子,音楽,蝶,飛ぶ,7,0.007
踊り子,音楽,NA,NA,19,0.019
