B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,夜,蝶,空,395,0.395
踊り子,夜,蝶,儚さ,499,0.499
踊り子,夜,蝶,美しさ,48,0.048
踊り子,夜,蝶,女性,25,0.025
踊り子,夜,蝶,羽,7,0.007
踊り子,夜,蝶,花,6,0.006
踊り子,夜,蝶,飛ぶ,5,0.005
踊り子,夜,蝶,舞う,3,0.003
踊り子,夜,NA,NA,12,0.012
踊り子,舞台,蝶,女性,151,0.151
踊り子,舞台,蝶,飛ぶ,282,0.282
踊り子,舞台,蝶,舞う,142,0.142
踊り子,舞台,蝶,花,256,0.256
踊り子,舞台,蝶,羽,132,0.132
踊り子,舞台,蝶,空,13,0.013
踊り子,舞台,蝶,美しさ,8,0.008
踊り子,舞台,蝶,儚さ,4,0.004
踊り子,舞台,NA,NA,12,0.012
夜,舞台,空,女性,137,0.137
夜,舞台,儚さ,飛ぶ,257,0.257
夜,舞台,儚さ,舞う,101,0.101
夜,舞台,空,花,244,0.244
夜,舞台,美しさ,飛ぶ,19,0.019
夜,舞台,儚さ,羽,119,0.119
夜,舞台,女性,舞う,16,0.016
夜,舞台,羽,花,6,0.006
夜,舞台,美しさ,空,1,0.001
夜,舞台,空,美しさ,5,0.005
夜,舞台,女性,羽,1,0.001
夜,舞台,女性,空,3,0.003
夜,舞台,美しさ,舞う,17,0.017
夜,舞台,花,舞う,2,0.002
夜,舞台,飛ぶ,女性,1,0.001
夜,舞台,儚さ,空,9,0.009
夜,舞台,舞う,飛ぶ,1,0.001
夜,舞台,美しさ,羽,9,0.009
夜,舞台,儚さ,女性,9,0.009
夜,舞台,舞う,羽,1,0.001
夜,舞台,儚さ,美しさ,2,0.002
夜,舞台,花,羽,2,0.002
夜,舞台,空,舞う,6,0.006
夜,舞台,女性,飛ぶ,4,0.004
夜,舞台,空,儚さ,3,0.003
夜,舞台,儚さ,花,2,0.002
夜,舞台,女性,儚さ,1,0.001
夜,舞台,飛ぶ,美しさ,1,0.001
夜,舞台,舞う,花,1,0.001
夜,舞台,花,飛ぶ,1,0.001
夜,舞台,花,女性,1,0.001
夜,舞台,飛ぶ,花,3,0.003
夜,舞台,美しさ,女性,2,0.002
夜,舞台,羽,女性,1,0.001
夜,舞台,NA,NA,12,0.012
