B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,回る,蝶,美しさ,136,0.136
踊り子,回る,蝶,舞う,307,0.307
踊り子,回る,蝶,女性,145,0.145
踊り子,回る,蝶,空,86,0.086
踊り子,回る,蝶,花,90,0.09
踊り子,回る,蝶,飛ぶ,34,0.034
踊り子,回る,蝶,羽,62,0.062
踊り子,回る,蝶,儚さ,30,0.03
踊り子,回る,NA,NA,110,0.11
踊り子,踊り,蝶,儚さ,14,0.014
踊り子,踊り,蝶,羽,326,0.326
踊り子,踊り,蝶,飛ぶ,45,0.045
踊り子,踊り,蝶,花,116,0.116
踊り子,踊り,蝶,美しさ,61,0.061
踊り子,踊り,蝶,舞う,299,0.299
踊り子,踊り,蝶,女性,29,0.029
踊り子,踊り,NA,NA,110,0.11
回る,踊り,美しさ,儚さ,9,0.009
回る,踊り,美しさ,羽,80,0.08
回る,踊り,舞う,飛ぶ,42,0.042
回る,踊り,舞う,羽,228,0.228
回る,踊り,女性,花,70,0.07
回る,踊り,空,美しさ,8,0.008
回る,踊り,花,舞う,84,0.084
回る,踊り,飛ぶ,舞う,32,0.032
回る,踊り,羽,美しさ,48,0.048
回る,踊り,儚さ,花,13,0.013
回る,踊り,舞う,女性,19,0.019
回る,踊り,女性,舞う,61,0.061
回る,踊り,空,舞う,74,0.074
回る,踊り,美しさ,舞う,28,0.028
回る,踊り,飛ぶ,羽,2,0.002
回る,踊り,儚さ,舞う,11,0.011
回る,踊り,花,羽,5,0.005
回る,踊り,美しさ,花,18,0.018
回る,踊り,羽,女性,4,0.004
回る,踊り,女性,羽,10,0.01
回る,踊り,空,飛ぶ,3,0.003
回る,踊り,羽,舞う,9,0.009
回る,踊り,舞う,花,15,0.015
回る,踊り,花,女性,1,0.001
回る,踊り,儚さ,女性,4,0.004
回る,踊り,女性,儚さ,3,0.003
回る,踊り,儚さ,美しさ,2,0.002
回る,踊り,女性,美しさ,1,0.001
回る,踊り,舞う,儚さ,1,0.001
回る,踊り,美しさ,女性,1,0.001
回る,踊り,舞う,美しさ,2,0.002
回る,踊り,羽,儚さ,1,0.001
回る,踊り,空,羽,1,0.001
回る,踊り,NA,NA,110,0.11
