B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,舞台,蝶,舞う,507,0.507
踊り子,舞台,蝶,羽,235,0.235
踊り子,舞台,蝶,花,143,0.143
踊り子,舞台,蝶,美しさ,40,0.04
踊り子,舞台,蝶,空,12,0.012
踊り子,舞台,蝶,儚さ,20,0.02
踊り子,舞台,蝶,女性,28,0.028
踊り子,舞台,蝶,飛ぶ,13,0.013
踊り子,舞台,NA,NA,2,0.002
踊り子,女性,蝶,花,383,0.383
踊り子,女性,蝶,美しさ,234,0.234
踊り子,女性,蝶,舞う,100,0.1
踊り子,女性,蝶,女性,190,0.19
踊り子,女性,蝶,羽,52,0.052
踊り子,女性,蝶,空,24,0.024
踊り子,女性,蝶,儚さ,15,0.015
踊り子,女性,NA,NA,2,0.002
女性,舞台,花,舞う,383,0.383
女性,舞台,美しさ,羽,220,0.22
女性,舞台,舞う,花,83,0.083
女性,舞台,女性,舞う,100,0.1
女性,舞台,羽,美しさ,40,0.04
女性,舞台,空,舞う,24,0.024
女性,舞台,女性,花,60,0.06
女性,舞台,美しさ,空,12,0.012
女性,舞台,女性,羽,10,0.01
女性,舞台,女性,儚さ,20,0.02
女性,舞台,羽,女性,12,0.012
女性,舞台,儚さ,女性,15,0.015
女性,舞台,舞う,羽,5,0.005
女性,舞台,舞う,飛ぶ,12,0.012
女性,舞台,美しさ,女性,1,0.001
女性,舞台,美しさ,飛ぶ,1,0.001
女性,舞台,NA,NA,2,0.002
