B_dom,B_cod,A_dom,A_cod,count,probability
踊り,夜,羽,女性,39,0.039
踊り,夜,舞う,儚さ,430,0.43
踊り,夜,花,空,233,0.233
踊り,夜,女性,儚さ,19,0.019
踊り,夜,美しさ,空,110,0.11
踊り,夜,飛ぶ,儚さ,49,0.049
踊り,夜,飛ぶ,美しさ,45,0.045
踊り,夜,舞う,花,14,0.014
踊り,夜,羽,儚さ,10,0.01
踊り,夜,羽,美しさ,7,0.007
踊り,夜,舞う,美しさ,3,0.003
踊り,夜,羽,空,1,0.001
踊り,夜,花,羽,1,0.001
踊り,夜,舞う,空,9,0.009
踊り,夜,美しさ,舞う,1,0.001
踊り,夜,舞う,女性,7,0.007
踊り,夜,花,舞う,2,0.002
踊り,夜,女性,美しさ,1,0.001
踊り,夜,飛ぶ,舞う,1,0.001
踊り,夜,美しさ,儚さ,2,0.002
踊り,夜,舞う,飛ぶ,1,0.001
踊り,夜,儚さ,空,1,0.001
踊り,夜,NA,NA,14,0.014
踊り子,夜,蝶,女性,46,0.046
踊り子,夜,蝶,儚さ,510,0.51
踊り子,夜,蝶,空,354,0.354
踊り子,夜,蝶,美しさ,56,0.056
踊り子,夜,蝶,花,14,0.014
踊り子,夜,蝶,羽,1,0.001
踊り子,夜,蝶,舞う,4,0.004
踊り子,夜,蝶,飛ぶ,1,0.001
踊り子,夜,NA,NA,14,0.014
踊り子,踊り,蝶,羽,57,0.057
踊り子,踊り,蝶,舞う,464,0.464
踊り子,踊り,蝶,花,236,0.236
踊り子,踊り,蝶,女性,20,0.02
踊り子,踊り,蝶,美しさ,113,0.113
踊り子,踊り,蝶,飛ぶ,95,0.095
踊り子,踊り,蝶,儚さ,1,0.001
踊り子,踊り,NA,NA,14,0.014
