B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,美しさ,562,0.562
踊り子,女性,蝶,羽,169,0.169
踊り子,女性,蝶,舞う,63,0.063
踊り子,女性,蝶,女性,201,0.201
踊り子,女性,蝶,花,3,0.003
踊り子,女性,蝶,飛ぶ,1,0.001
踊り子,女性,蝶,空,1,0.001
踊り子,女性,NA,NA,0,0.0
踊り子,踊り,蝶,舞う,624,0.624
踊り子,踊り,蝶,飛ぶ,172,0.172
踊り子,踊り,蝶,女性,18,0.018
踊り子,踊り,蝶,羽,63,0.063
踊り子,踊り,蝶,美しさ,75,0.075
踊り子,踊り,蝶,花,44,0.044
踊り子,踊り,蝶,儚さ,4,0.004
踊り子,踊り,NA,NA,0,0.0
踊り,女性,舞う,美しさ,543,0.543
踊り,女性,飛ぶ,羽,169,0.169
踊り,女性,女性,美しさ,15,0.015
踊り,女性,羽,舞う,62,0.062
踊り,女性,舞う,女性,81,0.081
踊り,女性,女性,花,3,0.003
踊り,女性,美しさ,女性,75,0.075
踊り,女性,花,女性,44,0.044
踊り,女性,羽,飛ぶ,1,0.001
踊り,女性,飛ぶ,女性,1,0.001
踊り,女性,儚さ,美しさ,4,0.004
踊り,女性,飛ぶ,空,1,0.001
踊り,女性,飛ぶ,舞う,1,0.001
踊り,女性,NA,NA,0,0.0
