B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,舞台,蝶,舞う,385,0.385
踊り子,舞台,蝶,羽,121,0.121
踊り子,舞台,蝶,美しさ,264,0.264
踊り子,舞台,蝶,女性,106,0.106
踊り子,舞台,蝶,花,61,0.061
踊り子,舞台,蝶,飛ぶ,39,0.039
踊り子,舞台,蝶,空,13,0.013
踊り子,舞台,蝶,儚さ,4,0.004
踊り子,舞台,NA,NA,7,0.007
踊り子,踊り,蝶,羽,362,0.362
踊り子,踊り,蝶,舞う,348,0.348
踊り子,踊り,蝶,女性,62,0.062
踊り子,踊り,蝶,飛ぶ,166,0.166
踊り子,踊り,蝶,花,28,0.028
踊り子,踊り,蝶,美しさ,24,0.024
踊り子,踊り,蝶,空,1,0.001
踊り子,踊り,蝶,儚さ,2,0.002
踊り子,踊り,NA,NA,7,0.007
踊り,舞台,羽,舞う,323,0.323
踊り,舞台,舞う,羽,7,0.007
踊り,舞台,舞う,美しさ,233,0.233
踊り,舞台,舞う,女性,101,0.101
踊り,舞台,女性,花,44,0.044
踊り,舞台,飛ぶ,羽,109,0.109
踊り,舞台,飛ぶ,舞う,51,0.051
踊り,舞台,羽,飛ぶ,37,0.037
踊り,舞台,花,羽,1,0.001
踊り,舞台,舞う,花,2,0.002
踊り,舞台,花,美しさ,18,0.018
踊り,舞台,羽,空,2,0.002
踊り,舞台,美しさ,儚さ,3,0.003
踊り,舞台,美しさ,花,15,0.015
踊り,舞台,舞う,空,3,0.003
踊り,舞台,女性,美しさ,12,0.012
踊り,舞台,花,女性,3,0.003
踊り,舞台,美しさ,羽,3,0.003
踊り,舞台,花,儚さ,1,0.001
踊り,舞台,花,舞う,4,0.004
踊り,舞台,舞う,飛ぶ,2,0.002
踊り,舞台,女性,舞う,6,0.006
踊り,舞台,美しさ,舞う,1,0.001
踊り,舞台,飛ぶ,空,6,0.006
踊り,舞台,空,羽,1,0.001
踊り,舞台,儚さ,美しさ,1,0.001
踊り,舞台,美しさ,女性,2,0.002
踊り,舞台,儚さ,空,1,0.001
踊り,舞台,花,空,1,0.001
踊り,舞台,NA,NA,7,0.007
