B_dom,B_cod,A_dom,A_cod,count,probability
回る,音楽,女性,舞う,176,0.176
回る,音楽,舞う,女性,14,0.014
回る,音楽,美しさ,空,14,0.014
回る,音楽,美しさ,舞う,103,0.103
回る,音楽,女性,花,6,0.006
回る,音楽,羽,美しさ,23,0.023
回る,音楽,空,花,83,0.083
回る,音楽,飛ぶ,美しさ,54,0.054
回る,音楽,空,女性,28,0.028
回る,音楽,儚さ,舞う,28,0.028
回る,音楽,羽,舞う,3,0.003
回る,音楽,空,儚さ,12,0.012
回る,音楽,舞う,花,81,0.081
回る,音楽,舞う,羽,7,0.007
回る,音楽,羽,花,11,0.011
回る,音楽,空,舞う,12,0.012
回る,音楽,美しさ,女性,5,0.005
回る,音楽,花,空,10,0.01
回る,音楽,花,舞う,10,0.01
回る,音楽,女性,羽,14,0.014
回る,音楽,羽,女性,58,0.058
回る,音楽,飛ぶ,儚さ,7,0.007
回る,音楽,花,儚さ,1,0.001
回る,音楽,舞う,美しさ,5,0.005
回る,音楽,美しさ,羽,11,0.011
回る,音楽,女性,儚さ,8,0.008
回る,音楽,空,美しさ,4,0.004
回る,音楽,飛ぶ,花,5,0.005
回る,音楽,女性,空,8,0.008
回る,音楽,舞う,儚さ,16,0.016
回る,音楽,花,飛ぶ,1,0.001
回る,音楽,女性,美しさ,5,0.005
回る,音楽,美しさ,儚さ,3,0.003
回る,音楽,美しさ,花,4,0.004
回る,音楽,羽,儚さ,7,0.007
回る,音楽,美しさ,飛ぶ,5,0.005
回る,音楽,花,美しさ,2,0.002
回る,音楽,飛ぶ,舞う,5,0.005
回る,音楽,儚さ,女性,7,0.007
回る,音楽,飛ぶ,女性,3,0.003
回る,音楽,舞う,飛ぶ,2,0.002
回る,音楽,舞う,空,2,0.002
回る,音楽,花,羽,2,0.002
回る,音楽,儚さ,美しさ,2,0.002
回る,音楽,花,女性,3,0.003
回る,音楽,儚さ,飛ぶ,1,0.001
回る,音楽,羽,空,1,0.001
回る,音楽,女性,飛ぶ,2,0.002
回る,音楽,儚さ,羽,1,0.001
回る,音楽,NA,NA,125,0.125
踊り子,音楽,蝶,舞う,337,0.337
踊り子,音楽,蝶,女性,118,0.118
踊り子,音楽,蝶,空,35,0.035
踊り子,音楽,蝶,花,190,0.19
踊り子,音楽,蝶,美しさ,95,0.095
踊り子,音楽,蝶,儚さ,54,0.054
踊り子,音楽,蝶,羽,35,0.035
踊り子,音楽,蝶,飛ぶ,11,0.011
踊り子,音楽,NA,NA,125,0.125
踊り子,回る,蝶,女性,219,0.219
踊り子,回る,蝶,舞う,127,0.127
踊り子,回る,蝶,美しさ,145,0.145
踊り子,回る,蝶,羽,103,0.103
踊り子,回る,蝶,空,139,0.139
踊り子,回る,蝶,飛ぶ,74,0.074
踊り子,回る,蝶,儚さ,39,0.039
踊り子,回る,蝶,花,29,0.029
踊り子,回る,NA,NA,125,0.125
