B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,儚さ,431,0.431
踊り子,揺れる,蝶,美しさ,180,0.18
踊り子,揺れる,蝶,花,62,0.062
踊り子,揺れる,蝶,女性,121,0.121
踊り子,揺れる,蝶,羽,84,0.084
踊り子,揺れる,蝶,舞う,43,0.043
踊り子,揺れる,蝶,空,20,0.02
踊り子,揺れる,蝶,飛ぶ,6,0.006
踊り子,揺れる,NA,NA,53,0.053
踊り子,スカート,蝶,美しさ,332,0.332
踊り子,スカート,蝶,女性,427,0.427
踊り子,スカート,蝶,儚さ,20,0.02
踊り子,スカート,蝶,舞う,101,0.101
踊り子,スカート,蝶,飛ぶ,5,0.005
踊り子,スカート,蝶,空,33,0.033
踊り子,スカート,蝶,羽,7,0.007
踊り子,スカート,蝶,花,22,0.022
踊り子,スカート,NA,NA,53,0.053
スカート,揺れる,美しさ,儚さ,227,0.227
スカート,揺れる,女性,儚さ,198,0.198
スカート,揺れる,女性,美しさ,130,0.13
スカート,揺れる,女性,花,58,0.058
スカート,揺れる,儚さ,美しさ,16,0.016
スカート,揺れる,美しさ,女性,78,0.078
スカート,揺れる,舞う,羽,54,0.054
スカート,揺れる,舞う,女性,29,0.029
スカート,揺れる,女性,舞う,27,0.027
スカート,揺れる,美しさ,空,4,0.004
スカート,揺れる,飛ぶ,舞う,5,0.005
スカート,揺れる,美しさ,羽,18,0.018
スカート,揺れる,空,美しさ,29,0.029
スカート,揺れる,羽,空,2,0.002
スカート,揺れる,舞う,空,9,0.009
スカート,揺れる,儚さ,女性,3,0.003
スカート,揺れる,女性,羽,12,0.012
スカート,揺れる,舞う,儚さ,3,0.003
スカート,揺れる,花,女性,9,0.009
スカート,揺れる,舞う,美しさ,3,0.003
スカート,揺れる,舞う,飛ぶ,2,0.002
スカート,揺れる,空,舞う,3,0.003
スカート,揺れる,花,舞う,7,0.007
スカート,揺れる,舞う,花,1,0.001
スカート,揺れる,羽,美しさ,2,0.002
スカート,揺れる,美しさ,花,3,0.003
スカート,揺れる,花,空,3,0.003
スカート,揺れる,美しさ,舞う,1,0.001
スカート,揺れる,羽,飛ぶ,1,0.001
スカート,揺れる,儚さ,空,1,0.001
スカート,揺れる,羽,女性,2,0.002
スカート,揺れる,女性,空,1,0.001
スカート,揺れる,花,儚さ,3,0.003
スカート,揺れる,空,飛ぶ,1,0.001
スカート,揺れる,美しさ,飛ぶ,1,0.001
スカート,揺れる,女性,飛ぶ,1,0.001
スカート,揺れる,NA,NA,53,0.053
