B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,羽,155,0.155
踊り子,揺れる,蝶,空,40,0.04
踊り子,揺れる,蝶,儚さ,430,0.43
踊り子,揺れる,蝶,女性,119,0.119
踊り子,揺れる,蝶,花,33,0.033
踊り子,揺れる,蝶,美しさ,134,0.134
踊り子,揺れる,蝶,舞う,37,0.037
踊り子,揺れる,蝶,飛ぶ,10,0.01
踊り子,揺れる,NA,NA,42,0.042
踊り子,女性,蝶,儚さ,85,0.085
踊り子,女性,蝶,女性,180,0.18
踊り子,女性,蝶,花,141,0.141
踊り子,女性,蝶,羽,269,0.269
踊り子,女性,蝶,飛ぶ,34,0.034
踊り子,女性,蝶,舞う,217,0.217
踊り子,女性,蝶,空,22,0.022
踊り子,女性,蝶,美しさ,10,0.01
踊り子,女性,NA,NA,42,0.042
揺れる,女性,羽,儚さ,71,0.071
揺れる,女性,空,女性,9,0.009
揺れる,女性,羽,花,70,0.07
揺れる,女性,儚さ,羽,180,0.18
揺れる,女性,女性,羽,34,0.034
揺れる,女性,儚さ,女性,145,0.145
揺れる,女性,花,飛ぶ,6,0.006
揺れる,女性,女性,舞う,53,0.053
揺れる,女性,儚さ,舞う,94,0.094
揺れる,女性,美しさ,舞う,66,0.066
揺れる,女性,女性,空,17,0.017
揺れる,女性,美しさ,羽,38,0.038
揺れる,女性,舞う,花,28,0.028
揺れる,女性,美しさ,飛ぶ,13,0.013
揺れる,女性,花,空,3,0.003
揺れる,女性,女性,儚さ,6,0.006
揺れる,女性,羽,女性,14,0.014
揺れる,女性,美しさ,女性,5,0.005
揺れる,女性,花,羽,15,0.015
揺れる,女性,飛ぶ,美しさ,9,0.009
揺れる,女性,空,花,31,0.031
揺れる,女性,美しさ,儚さ,4,0.004
揺れる,女性,花,舞う,4,0.004
揺れる,女性,儚さ,飛ぶ,11,0.011
揺れる,女性,女性,飛ぶ,3,0.003
揺れる,女性,舞う,女性,2,0.002
揺れる,女性,花,女性,5,0.005
揺れる,女性,女性,花,5,0.005
揺れる,女性,美しさ,花,6,0.006
揺れる,女性,飛ぶ,花,1,0.001
揺れる,女性,舞う,儚さ,4,0.004
揺れる,女性,美しさ,空,2,0.002
揺れる,女性,舞う,羽,2,0.002
揺れる,女性,女性,美しさ,1,0.001
揺れる,女性,舞う,飛ぶ,1,0.001
揺れる,女性,NA,NA,42,0.042
