B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,夜,蝶,儚さ,615,0.615
踊り子,夜,蝶,空,296,0.296
踊り子,夜,蝶,美しさ,41,0.041
踊り子,夜,蝶,舞う,8,0.008
踊り子,夜,蝶,女性,13,0.013
踊り子,夜,蝶,花,6,0.006
踊り子,夜,蝶,飛ぶ,2,0.002
踊り子,夜,蝶,羽,3,0.003
踊り子,夜,NA,NA,16,0.016
踊り子,舞台,蝶,舞う,556,0.556
踊り子,舞台,蝶,花,205,0.205
踊り子,舞台,蝶,空,15,0.015
踊り子,舞台,蝶,飛ぶ,78,0.078
踊り子,舞台,蝶,羽,34,0.034
踊り子,舞台,蝶,美しさ,71,0.071
踊り子,舞台,蝶,儚さ,6,0.006
踊り子,舞台,蝶,女性,19,0.019
踊り子,舞台,NA,NA,16,0.016
舞台,夜,舞う,儚さ,516,0.516
舞台,夜,花,空,197,0.197
舞台,夜,空,儚さ,13,0.013
舞台,夜,飛ぶ,美しさ,27,0.027
舞台,夜,飛ぶ,儚さ,49,0.049
舞台,夜,羽,儚さ,17,0.017
舞台,夜,美しさ,空,65,0.065
舞台,夜,舞う,空,28,0.028
舞台,夜,美しさ,舞う,1,0.001
舞台,夜,飛ぶ,女性,1,0.001
舞台,夜,儚さ,空,4,0.004
舞台,夜,女性,舞う,7,0.007
舞台,夜,舞う,花,5,0.005
舞台,夜,女性,儚さ,12,0.012
舞台,夜,舞う,女性,3,0.003
舞台,夜,花,女性,1,0.001
舞台,夜,美しさ,儚さ,5,0.005
舞台,夜,花,儚さ,3,0.003
舞台,夜,空,美しさ,1,0.001
舞台,夜,羽,女性,7,0.007
舞台,夜,羽,美しさ,8,0.008
舞台,夜,儚さ,飛ぶ,1,0.001
舞台,夜,羽,空,2,0.002
舞台,夜,舞う,美しさ,4,0.004
舞台,夜,飛ぶ,花,1,0.001
舞台,夜,花,飛ぶ,1,0.001
舞台,夜,儚さ,美しさ,1,0.001
舞台,夜,空,女性,1,0.001
舞台,夜,花,羽,3,0.003
舞台,夜,NA,NA,16,0.016
