B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,舞台,蝶,羽,73,0.073
踊り子,舞台,蝶,舞う,573,0.573
踊り子,舞台,蝶,女性,90,0.09
踊り子,舞台,蝶,花,148,0.148
踊り子,舞台,蝶,美しさ,37,0.037
踊り子,舞台,蝶,飛ぶ,34,0.034
踊り子,舞台,蝶,空,9,0.009
踊り子,舞台,蝶,儚さ,4,0.004
踊り子,舞台,NA,NA,32,0.032
踊り子,音楽,蝶,空,12,0.012
踊り子,音楽,蝶,舞う,100,0.1
踊り子,音楽,蝶,女性,439,0.439
踊り子,音楽,蝶,花,109,0.109
踊り子,音楽,蝶,儚さ,60,0.06
踊り子,音楽,蝶,美しさ,230,0.23
踊り子,音楽,蝶,羽,13,0.013
踊り子,音楽,蝶,飛ぶ,5,0.005
踊り子,音楽,NA,NA,32,0.032
舞台,音楽,羽,空,5,0.005
舞台,音楽,羽,舞う,62,0.062
舞台,音楽,舞う,女性,355,0.355
舞台,音楽,女性,花,77,0.077
舞台,音楽,花,儚さ,49,0.049
舞台,音楽,舞う,美しさ,205,0.205
舞台,音楽,花,女性,78,0.078
舞台,音楽,舞う,空,6,0.006
舞台,音楽,美しさ,花,28,0.028
舞台,音楽,飛ぶ,舞う,24,0.024
舞台,音楽,女性,美しさ,7,0.007
舞台,音楽,花,美しさ,13,0.013
舞台,音楽,飛ぶ,羽,9,0.009
舞台,音楽,舞う,飛ぶ,3,0.003
舞台,音楽,空,美しさ,3,0.003
舞台,音楽,女性,舞う,2,0.002
舞台,音楽,飛ぶ,空,1,0.001
舞台,音楽,舞う,花,2,0.002
舞台,音楽,空,羽,1,0.001
舞台,音楽,空,儚さ,1,0.001
舞台,音楽,美しさ,儚さ,5,0.005
舞台,音楽,花,舞う,8,0.008
舞台,音楽,空,舞う,4,0.004
舞台,音楽,儚さ,美しさ,1,0.001
舞台,音楽,儚さ,女性,1,0.001
舞台,音楽,美しさ,女性,4,0.004
舞台,音楽,羽,儚さ,2,0.002
舞台,音楽,女性,儚さ,3,0.003
舞台,音楽,羽,女性,1,0.001
舞台,音楽,羽,美しさ,1,0.001
舞台,音楽,儚さ,花,2,0.002
舞台,音楽,舞う,羽,2,0.002
舞台,音楽,羽,飛ぶ,2,0.002
舞台,音楽,女性,羽,1,0.001
舞台,音楽,NA,NA,32,0.032
