B_dom,B_cod,A_dom,A_cod,count,probability
踊り,音楽,花,美しさ,170,0.17
踊り,音楽,花,儚さ,10,0.01
踊り,音楽,飛ぶ,羽,22,0.022
踊り,音楽,舞う,女性,110,0.11
踊り,音楽,飛ぶ,舞う,16,0.016
踊り,音楽,舞う,飛ぶ,2,0.002
踊り,音楽,舞う,美しさ,265,0.265
踊り,音楽,空,舞う,1,0.001
踊り,音楽,羽,舞う,133,0.133
踊り,音楽,羽,飛ぶ,26,0.026
踊り,音楽,女性,舞う,3,0.003
踊り,音楽,飛ぶ,空,75,0.075
踊り,音楽,女性,花,47,0.047
踊り,音楽,舞う,羽,4,0.004
踊り,音楽,女性,美しさ,44,0.044
踊り,音楽,美しさ,花,7,0.007
踊り,音楽,美しさ,女性,17,0.017
踊り,音楽,花,女性,8,0.008
踊り,音楽,舞う,空,4,0.004
踊り,音楽,舞う,花,1,0.001
踊り,音楽,花,舞う,3,0.003
踊り,音楽,美しさ,儚さ,9,0.009
踊り,音楽,女性,儚さ,1,0.001
踊り,音楽,羽,空,4,0.004
踊り,音楽,花,羽,1,0.001
踊り,音楽,儚さ,美しさ,1,0.001
踊り,音楽,花,空,1,0.001
踊り,音楽,NA,NA,15,0.015
踊り子,踊り,蝶,花,193,0.193
踊り子,踊り,蝶,飛ぶ,113,0.113
踊り子,踊り,蝶,舞う,386,0.386
踊り子,踊り,蝶,空,1,0.001
踊り子,踊り,蝶,羽,163,0.163
踊り子,踊り,蝶,女性,95,0.095
踊り子,踊り,蝶,美しさ,33,0.033
踊り子,踊り,蝶,儚さ,1,0.001
踊り子,踊り,NA,NA,15,0.015
踊り子,音楽,蝶,美しさ,480,0.48
踊り子,音楽,蝶,儚さ,20,0.02
踊り子,音楽,蝶,羽,27,0.027
踊り子,音楽,蝶,女性,135,0.135
踊り子,音楽,蝶,舞う,156,0.156
踊り子,音楽,蝶,飛ぶ,28,0.028
踊り子,音楽,蝶,空,84,0.084
踊り子,音楽,蝶,花,55,0.055
踊り子,音楽,NA,NA,15,0.015
