B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,女性,415,0.415
踊り子,女性,蝶,羽,246,0.246
踊り子,女性,蝶,舞う,244,0.244
踊り子,女性,蝶,花,33,0.033
踊り子,女性,蝶,美しさ,58,0.058
踊り子,女性,NA,NA,4,0.004
踊り子,舞台,蝶,舞う,561,0.561
踊り子,舞台,蝶,花,207,0.207
踊り子,舞台,蝶,飛ぶ,129,0.129
踊り子,舞台,蝶,美しさ,13,0.013
踊り子,舞台,蝶,羽,28,0.028
踊り子,舞台,蝶,空,34,0.034
踊り子,舞台,蝶,女性,22,0.022
踊り子,舞台,蝶,儚さ,2,0.002
踊り子,舞台,NA,NA,4,0.004
舞台,女性,舞う,女性,322,0.322
舞台,女性,花,女性,86,0.086
舞台,女性,舞う,羽,239,0.239
舞台,女性,花,舞う,121,0.121
舞台,女性,飛ぶ,舞う,121,0.121
舞台,女性,美しさ,花,10,0.01
舞台,女性,羽,美しさ,24,0.024
舞台,女性,空,美しさ,31,0.031
舞台,女性,女性,花,22,0.022
舞台,女性,飛ぶ,羽,6,0.006
舞台,女性,羽,女性,4,0.004
舞台,女性,空,羽,1,0.001
舞台,女性,飛ぶ,美しさ,2,0.002
舞台,女性,儚さ,美しさ,1,0.001
舞台,女性,空,舞う,2,0.002
舞台,女性,美しさ,女性,3,0.003
舞台,女性,儚さ,花,1,0.001
舞台,女性,NA,NA,4,0.004
