B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,夜,蝶,儚さ,320,0.32
踊り子,夜,蝶,空,595,0.595
踊り子,夜,蝶,女性,9,0.009
踊り子,夜,蝶,美しさ,28,0.028
踊り子,夜,蝶,羽,5,0.005
踊り子,夜,蝶,花,6,0.006
踊り子,夜,蝶,舞う,11,0.011
踊り子,夜,蝶,飛ぶ,2,0.002
踊り子,夜,NA,NA,24,0.024
踊り子,音楽,蝶,美しさ,433,0.433
踊り子,音楽,蝶,舞う,129,0.129
踊り子,音楽,蝶,花,167,0.167
踊り子,音楽,蝶,羽,14,0.014
踊り子,音楽,蝶,女性,188,0.188
踊り子,音楽,蝶,儚さ,27,0.027
踊り子,音楽,蝶,空,13,0.013
踊り子,音楽,蝶,飛ぶ,5,0.005
踊り子,音楽,NA,NA,24,0.024
音楽,夜,美しさ,儚さ,22,0.022
音楽,夜,美しさ,空,402,0.402
音楽,夜,舞う,儚さ,106,0.106
音楽,夜,花,空,155,0.155
音楽,夜,羽,女性,6,0.006
音楽,夜,女性,儚さ,175,0.175
音楽,夜,羽,美しさ,7,0.007
音楽,夜,舞う,空,14,0.014
音楽,夜,美しさ,女性,2,0.002
音楽,夜,美しさ,羽,2,0.002
音楽,夜,儚さ,空,19,0.019
音楽,夜,女性,空,5,0.005
音楽,夜,空,美しさ,7,0.007
音楽,夜,空,花,1,0.001
音楽,夜,儚さ,美しさ,7,0.007
音楽,夜,舞う,花,5,0.005
音楽,夜,女性,舞う,6,0.006
音楽,夜,空,儚さ,5,0.005
音楽,夜,女性,羽,2,0.002
音楽,夜,花,儚さ,9,0.009
音楽,夜,飛ぶ,儚さ,2,0.002
音楽,夜,儚さ,女性,1,0.001
音楽,夜,美しさ,舞う,5,0.005
音楽,夜,舞う,美しさ,3,0.003
音楽,夜,花,羽,1,0.001
音楽,夜,舞う,飛ぶ,1,0.001
音楽,夜,飛ぶ,美しさ,3,0.003
音楽,夜,花,飛ぶ,1,0.001
音楽,夜,羽,儚さ,1,0.001
音楽,夜,花,美しさ,1,0.001
音楽,夜,NA,NA,24,0.024
