B_dom,B_cod,A_dom,A_cod,count,probability
夜,回る,儚さ,飛ぶ,97,0.097
夜,回る,儚さ,羽,105,0.105
夜,回る,女性,空,39,0.039
夜,回る,儚さ,舞う,122,0.122
夜,回る,空,美しさ,34,0.034
夜,回る,空,舞う,12,0.012
夜,回る,空,花,70,0.07
夜,回る,空,女性,196,0.196
夜,回る,美しさ,空,7,0.007
夜,回る,美しさ,舞う,27,0.027
夜,回る,儚さ,女性,31,0.031
夜,回る,美しさ,飛ぶ,12,0.012
夜,回る,儚さ,空,18,0.018
夜,回る,儚さ,美しさ,12,0.012
夜,回る,美しさ,羽,8,0.008
夜,回る,空,儚さ,20,0.02
夜,回る,美しさ,女性,3,0.003
夜,回る,女性,羽,8,0.008
夜,回る,舞う,空,1,0.001
夜,回る,舞う,飛ぶ,1,0.001
夜,回る,花,空,1,0.001
夜,回る,女性,飛ぶ,12,0.012
夜,回る,女性,舞う,11,0.011
夜,回る,飛ぶ,女性,6,0.006
夜,回る,花,羽,2,0.002
夜,回る,儚さ,花,4,0.004
夜,回る,舞う,美しさ,1,0.001
夜,回る,羽,女性,2,0.002
夜,回る,美しさ,儚さ,1,0.001
夜,回る,飛ぶ,儚さ,2,0.002
夜,回る,羽,花,1,0.001
夜,回る,女性,儚さ,2,0.002
夜,回る,羽,儚さ,1,0.001
夜,回る,飛ぶ,花,3,0.003
夜,回る,舞う,女性,1,0.001
夜,回る,空,羽,1,0.001
夜,回る,美しさ,花,1,0.001
夜,回る,NA,NA,125,0.125
踊り子,夜,蝶,儚さ,389,0.389
踊り子,夜,蝶,女性,72,0.072
踊り子,夜,蝶,空,333,0.333
踊り子,夜,蝶,美しさ,59,0.059
踊り子,夜,蝶,舞う,4,0.004
踊り子,夜,蝶,花,3,0.003
踊り子,夜,蝶,飛ぶ,11,0.011
踊り子,夜,蝶,羽,4,0.004
踊り子,夜,NA,NA,125,0.125
踊り子,回る,蝶,飛ぶ,122,0.122
踊り子,回る,蝶,羽,124,0.124
踊り子,回る,蝶,空,66,0.066
踊り子,回る,蝶,舞う,172,0.172
踊り子,回る,蝶,美しさ,47,0.047
踊り子,回る,蝶,花,79,0.079
踊り子,回る,蝶,女性,239,0.239
踊り子,回る,蝶,儚さ,26,0.026
踊り子,回る,NA,NA,125,0.125
