B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,儚さ,277,0.277
踊り子,揺れる,蝶,舞う,78,0.078
踊り子,揺れる,蝶,羽,219,0.219
踊り子,揺れる,蝶,女性,226,0.226
踊り子,揺れる,蝶,花,45,0.045
踊り子,揺れる,蝶,空,31,0.031
踊り子,揺れる,蝶,飛ぶ,32,0.032
踊り子,揺れる,蝶,美しさ,38,0.038
踊り子,揺れる,NA,NA,54,0.054
踊り子,夜,蝶,空,501,0.501
踊り子,夜,蝶,儚さ,306,0.306
踊り子,夜,蝶,美しさ,64,0.064
踊り子,夜,蝶,女性,33,0.033
踊り子,夜,蝶,飛ぶ,5,0.005
踊り子,夜,蝶,舞う,24,0.024
踊り子,夜,蝶,羽,10,0.01
踊り子,夜,蝶,花,3,0.003
踊り子,夜,NA,NA,54,0.054
夜,揺れる,空,儚さ,213,0.213
夜,揺れる,儚さ,舞う,51,0.051
夜,揺れる,儚さ,羽,197,0.197
夜,揺れる,美しさ,女性,2,0.002
夜,揺れる,美しさ,舞う,17,0.017
夜,揺れる,空,花,35,0.035
夜,揺れる,空,女性,214,0.214
夜,揺れる,女性,儚さ,12,0.012
夜,揺れる,儚さ,空,15,0.015
夜,揺れる,飛ぶ,儚さ,2,0.002
夜,揺れる,美しさ,羽,10,0.01
夜,揺れる,美しさ,儚さ,19,0.019
夜,揺れる,飛ぶ,花,1,0.001
夜,揺れる,儚さ,飛ぶ,22,0.022
夜,揺れる,美しさ,飛ぶ,10,0.01
夜,揺れる,空,美しさ,31,0.031
夜,揺れる,儚さ,女性,10,0.01
夜,揺れる,儚さ,花,5,0.005
夜,揺れる,儚さ,美しさ,6,0.006
夜,揺れる,空,舞う,5,0.005
夜,揺れる,舞う,儚さ,22,0.022
夜,揺れる,女性,舞う,4,0.004
夜,揺れる,舞う,羽,2,0.002
夜,揺れる,女性,羽,6,0.006
夜,揺れる,羽,儚さ,7,0.007
夜,揺れる,飛ぶ,舞う,1,0.001
夜,揺れる,羽,花,3,0.003
夜,揺れる,花,儚さ,2,0.002
夜,揺れる,空,羽,3,0.003
夜,揺れる,女性,空,10,0.01
夜,揺れる,花,空,1,0.001
夜,揺れる,美しさ,花,1,0.001
夜,揺れる,美しさ,空,5,0.005
夜,揺れる,飛ぶ,羽,1,0.001
夜,揺れる,女性,美しさ,1,0.001
夜,揺れる,NA,NA,54,0.054
