B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,717,0.717
踊り子,スカート,蝶,舞う,189,0.189
踊り子,スカート,蝶,美しさ,64,0.064
踊り子,スカート,蝶,空,11,0.011
踊り子,スカート,蝶,花,6,0.006
踊り子,スカート,蝶,羽,6,0.006
踊り子,スカート,蝶,飛ぶ,1,0.001
踊り子,スカート,NA,NA,6,0.006
踊り子,踊り,蝶,舞う,615,0.615
踊り子,踊り,蝶,飛ぶ,196,0.196
踊り子,踊り,蝶,羽,66,0.066
踊り子,踊り,蝶,花,66,0.066
踊り子,踊り,蝶,美しさ,37,0.037
踊り子,踊り,蝶,女性,7,0.007
踊り子,踊り,蝶,儚さ,3,0.003
踊り子,踊り,蝶,空,4,0.004
踊り子,踊り,NA,NA,6,0.006
踊り,スカート,舞う,女性,596,0.596
踊り,スカート,飛ぶ,女性,3,0.003
踊り,スカート,飛ぶ,舞う,180,0.18
踊り,スカート,羽,美しさ,41,0.041
踊り,スカート,花,女性,64,0.064
踊り,スカート,羽,舞う,5,0.005
踊り,スカート,美しさ,女性,36,0.036
踊り,スカート,羽,女性,15,0.015
踊り,スカート,花,空,1,0.001
踊り,スカート,舞う,美しさ,6,0.006
踊り,スカート,女性,舞う,3,0.003
踊り,スカート,飛ぶ,美しさ,11,0.011
踊り,スカート,羽,空,5,0.005
踊り,スカート,舞う,空,5,0.005
踊り,スカート,儚さ,女性,3,0.003
踊り,スカート,花,舞う,1,0.001
踊り,スカート,空,美しさ,4,0.004
踊り,スカート,舞う,花,4,0.004
踊り,スカート,舞う,羽,3,0.003
踊り,スカート,飛ぶ,羽,2,0.002
踊り,スカート,女性,美しさ,2,0.002
踊り,スカート,女性,花,2,0.002
踊り,スカート,舞う,飛ぶ,1,0.001
踊り,スカート,美しさ,羽,1,0.001
踊り,スカート,NA,NA,6,0.006
