B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,446,0.446
踊り子,スカート,蝶,儚さ,50,0.05
踊り子,スカート,蝶,花,12,0.012
踊り子,スカート,蝶,美しさ,258,0.258
踊り子,スカート,蝶,羽,62,0.062
踊り子,スカート,蝶,舞う,59,0.059
踊り子,スカート,蝶,飛ぶ,3,0.003
踊り子,スカート,蝶,空,3,0.003
踊り子,スカート,NA,NA,107,0.107
踊り子,回る,蝶,羽,177,0.177
踊り子,回る,蝶,舞う,174,0.174
踊り子,回る,蝶,美しさ,158,0.158
踊り子,回る,蝶,空,124,0.124
踊り子,回る,蝶,儚さ,82,0.082
踊り子,回る,蝶,女性,89,0.089
踊り子,回る,蝶,飛ぶ,29,0.029
踊り子,回る,蝶,花,60,0.06
踊り子,回る,NA,NA,107,0.107
回る,スカート,羽,女性,78,0.078
回る,スカート,舞う,儚さ,1,0.001
回る,スカート,美しさ,女性,138,0.138
回る,スカート,空,花,1,0.001
回る,スカート,儚さ,女性,81,0.081
回る,スカート,空,美しさ,102,0.102
回る,スカート,舞う,羽,53,0.053
回る,スカート,空,女性,5,0.005
回る,スカート,女性,美しさ,39,0.039
回る,スカート,空,羽,5,0.005
回る,スカート,舞う,女性,115,0.115
回る,スカート,女性,儚さ,32,0.032
回る,スカート,羽,美しさ,99,0.099
回る,スカート,飛ぶ,美しさ,16,0.016
回る,スカート,花,舞う,34,0.034
回る,スカート,花,女性,26,0.026
回る,スカート,飛ぶ,女性,3,0.003
回る,スカート,空,舞う,10,0.01
回る,スカート,儚さ,美しさ,1,0.001
回る,スカート,空,飛ぶ,1,0.001
回る,スカート,美しさ,儚さ,17,0.017
回る,スカート,女性,花,7,0.007
回る,スカート,舞う,空,2,0.002
回る,スカート,舞う,花,1,0.001
回る,スカート,女性,舞う,9,0.009
回る,スカート,舞う,美しさ,1,0.001
回る,スカート,美しさ,花,3,0.003
回る,スカート,飛ぶ,羽,3,0.003
回る,スカート,飛ぶ,空,1,0.001
回る,スカート,飛ぶ,舞う,6,0.006
回る,スカート,女性,飛ぶ,1,0.001
回る,スカート,女性,羽,1,0.001
回る,スカート,舞う,飛ぶ,1,0.001
回る,スカート,NA,NA,107,0.107
