B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,夜,蝶,儚さ,554,0.554
踊り子,夜,蝶,舞う,8,0.008
踊り子,夜,蝶,空,323,0.323
踊り子,夜,蝶,女性,23,0.023
踊り子,夜,蝶,美しさ,37,0.037
踊り子,夜,蝶,花,7,0.007
踊り子,夜,蝶,飛ぶ,6,0.006
踊り子,夜,蝶,羽,4,0.004
踊り子,夜,NA,NA,38,0.038
踊り子,音楽,蝶,舞う,467,0.467
踊り子,音楽,蝶,花,220,0.22
踊り子,音楽,蝶,羽,37,0.037
踊り子,音楽,蝶,女性,137,0.137
踊り子,音楽,蝶,美しさ,34,0.034
踊り子,音楽,蝶,儚さ,38,0.038
踊り子,音楽,蝶,空,21,0.021
踊り子,音楽,蝶,飛ぶ,8,0.008
踊り子,音楽,NA,NA,38,0.038
夜,音楽,儚さ,舞う,414,0.414
夜,音楽,舞う,花,4,0.004
夜,音楽,空,花,210,0.21
夜,音楽,儚さ,羽,33,0.033
夜,音楽,儚さ,女性,76,0.076
夜,音楽,儚さ,美しさ,10,0.01
夜,音楽,空,女性,58,0.058
夜,音楽,空,儚さ,33,0.033
夜,音楽,女性,舞う,17,0.017
夜,音楽,女性,羽,3,0.003
夜,音楽,空,美しさ,16,0.016
夜,音楽,空,舞う,6,0.006
夜,音楽,儚さ,空,15,0.015
夜,音楽,美しさ,舞う,28,0.028
夜,音楽,儚さ,飛ぶ,5,0.005
夜,音楽,女性,空,1,0.001
夜,音楽,花,舞う,2,0.002
夜,音楽,飛ぶ,美しさ,6,0.006
夜,音楽,花,飛ぶ,3,0.003
夜,音楽,羽,花,1,0.001
夜,音楽,美しさ,女性,2,0.002
夜,音楽,舞う,儚さ,4,0.004
夜,音楽,美しさ,空,3,0.003
夜,音楽,儚さ,花,1,0.001
夜,音楽,美しさ,儚さ,1,0.001
夜,音楽,羽,美しさ,2,0.002
夜,音楽,美しさ,羽,1,0.001
夜,音楽,花,空,2,0.002
夜,音楽,美しさ,花,2,0.002
夜,音楽,羽,女性,1,0.001
夜,音楽,女性,花,2,0.002
夜,音楽,NA,NA,38,0.038
