B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,舞う,23,0.023
踊り子,スカート,蝶,女性,849,0.849
踊り子,スカート,蝶,美しさ,108,0.108
踊り子,スカート,蝶,花,7,0.007
踊り子,スカート,蝶,儚さ,3,0.003
踊り子,スカート,蝶,羽,1,0.001
踊り子,スカート,蝶,飛ぶ,1,0.001
踊り子,スカート,NA,NA,8,0.008
踊り子,女性,蝶,花,47,0.047
踊り子,女性,蝶,美しさ,773,0.773
踊り子,女性,蝶,舞う,75,0.075
踊り子,女性,蝶,女性,84,0.084
踊り子,女性,蝶,羽,11,0.011
踊り子,女性,蝶,儚さ,2,0.002
踊り子,女性,NA,NA,8,0.008
女性,スカート,花,舞う,7,0.007
女性,スカート,美しさ,女性,772,0.772
女性,スカート,舞う,女性,36,0.036
女性,スカート,女性,美しさ,70,0.07
女性,スカート,花,女性,39,0.039
女性,スカート,女性,花,7,0.007
女性,スカート,女性,舞う,6,0.006
女性,スカート,羽,舞う,10,0.01
女性,スカート,舞う,美しさ,38,0.038
女性,スカート,女性,儚さ,1,0.001
女性,スカート,儚さ,女性,2,0.002
女性,スカート,美しさ,儚さ,1,0.001
女性,スカート,舞う,羽,1,0.001
女性,スカート,花,儚さ,1,0.001
女性,スカート,羽,飛ぶ,1,0.001
女性,スカート,NA,NA,8,0.008
