B_dom,B_cod,A_dom,A_cod,count,probability
夜,舞台,空,花,259,0.259
夜,舞台,美しさ,飛ぶ,25,0.025
夜,舞台,空,女性,127,0.127
夜,舞台,儚さ,羽,127,0.127
夜,舞台,儚さ,飛ぶ,242,0.242
夜,舞台,女性,飛ぶ,4,0.004
夜,舞台,女性,舞う,11,0.011
夜,舞台,儚さ,舞う,99,0.099
夜,舞台,美しさ,女性,1,0.001
夜,舞台,儚さ,女性,16,0.016
夜,舞台,女性,空,5,0.005
夜,舞台,儚さ,空,4,0.004
夜,舞台,空,舞う,11,0.011
夜,舞台,女性,羽,3,0.003
夜,舞台,美しさ,舞う,23,0.023
夜,舞台,儚さ,花,5,0.005
夜,舞台,空,儚さ,5,0.005
夜,舞台,舞う,女性,2,0.002
夜,舞台,空,美しさ,2,0.002
夜,舞台,舞う,花,4,0.004
夜,舞台,美しさ,空,2,0.002
夜,舞台,儚さ,美しさ,3,0.003
夜,舞台,羽,花,4,0.004
夜,舞台,飛ぶ,花,1,0.001
夜,舞台,美しさ,羽,2,0.002
夜,舞台,美しさ,儚さ,1,0.001
夜,舞台,NA,NA,12,0.012
踊り子,夜,蝶,空,404,0.404
踊り子,夜,蝶,美しさ,54,0.054
踊り子,夜,蝶,儚さ,496,0.496
踊り子,夜,蝶,女性,23,0.023
踊り子,夜,蝶,舞う,6,0.006
踊り子,夜,蝶,羽,4,0.004
踊り子,夜,蝶,飛ぶ,1,0.001
踊り子,夜,NA,NA,12,0.012
踊り子,舞台,蝶,花,273,0.273
踊り子,舞台,蝶,飛ぶ,271,0.271
踊り子,舞台,蝶,女性,146,0.146
踊り子,舞台,蝶,羽,132,0.132
踊り子,舞台,蝶,舞う,144,0.144
踊り子,舞台,蝶,空,11,0.011
踊り子,舞台,蝶,儚さ,6,0.006
踊り子,舞台,蝶,美しさ,5,0.005
踊り子,舞台,NA,NA,12,0.012
