B_dom,B_cod,A_dom,A_cod,count,probability
踊り,舞台,舞う,美しさ,207,0.207
踊り,舞台,女性,花,53,0.053
踊り,舞台,羽,舞う,348,0.348
踊り,舞台,飛ぶ,舞う,56,0.056
踊り,舞台,美しさ,花,9,0.009
踊り,舞台,飛ぶ,羽,106,0.106
踊り,舞台,舞う,女性,100,0.1
踊り,舞台,花,美しさ,15,0.015
踊り,舞台,飛ぶ,空,10,0.01
踊り,舞台,花,女性,7,0.007
踊り,舞台,美しさ,女性,5,0.005
踊り,舞台,女性,美しさ,13,0.013
踊り,舞台,羽,飛ぶ,39,0.039
踊り,舞台,舞う,飛ぶ,3,0.003
踊り,舞台,女性,舞う,4,0.004
踊り,舞台,空,舞う,1,0.001
踊り,舞台,舞う,羽,6,0.006
踊り,舞台,花,舞う,3,0.003
踊り,舞台,美しさ,儚さ,3,0.003
踊り,舞台,空,飛ぶ,1,0.001
踊り,舞台,美しさ,羽,1,0.001
踊り,舞台,花,儚さ,2,0.002
踊り,舞台,羽,空,1,0.001
踊り,舞台,舞う,空,2,0.002
踊り,舞台,儚さ,花,1,0.001
踊り,舞台,NA,NA,4,0.004
踊り子,舞台,蝶,美しさ,235,0.235
踊り子,舞台,蝶,花,63,0.063
踊り子,舞台,蝶,舞う,412,0.412
踊り子,舞台,蝶,羽,113,0.113
踊り子,舞台,蝶,女性,112,0.112
踊り子,舞台,蝶,空,13,0.013
踊り子,舞台,蝶,飛ぶ,43,0.043
踊り子,舞台,蝶,儚さ,5,0.005
踊り子,舞台,NA,NA,4,0.004
踊り子,踊り,蝶,舞う,318,0.318
踊り子,踊り,蝶,女性,70,0.07
踊り子,踊り,蝶,羽,388,0.388
踊り子,踊り,蝶,飛ぶ,172,0.172
踊り子,踊り,蝶,美しさ,18,0.018
踊り子,踊り,蝶,花,27,0.027
踊り子,踊り,蝶,空,2,0.002
踊り子,踊り,蝶,儚さ,1,0.001
踊り子,踊り,NA,NA,4,0.004
