B_dom,B_cod,A_dom,A_cod,count,probability
音楽,回る,羽,女性,11,0.011
音楽,回る,女性,空,129,0.129
音楽,回る,女性,舞う,117,0.117
音楽,回る,美しさ,飛ぶ,28,0.028
音楽,回る,空,女性,66,0.066
音楽,回る,花,飛ぶ,57,0.057
音楽,回る,美しさ,舞う,78,0.078
音楽,回る,女性,美しさ,5,0.005
音楽,回る,飛ぶ,女性,21,0.021
音楽,回る,舞う,羽,4,0.004
音楽,回る,花,舞う,14,0.014
音楽,回る,羽,美しさ,6,0.006
音楽,回る,儚さ,羽,26,0.026
音楽,回る,羽,儚さ,7,0.007
音楽,回る,舞う,女性,17,0.017
音楽,回る,女性,羽,44,0.044
音楽,回る,舞う,美しさ,13,0.013
音楽,回る,美しさ,空,17,0.017
音楽,回る,女性,飛ぶ,14,0.014
音楽,回る,舞う,儚さ,19,0.019
音楽,回る,儚さ,飛ぶ,2,0.002
音楽,回る,花,空,15,0.015
音楽,回る,舞う,花,21,0.021
音楽,回る,儚さ,女性,13,0.013
音楽,回る,美しさ,羽,8,0.008
音楽,回る,飛ぶ,儚さ,1,0.001
音楽,回る,儚さ,舞う,5,0.005
音楽,回る,羽,花,15,0.015
音楽,回る,空,花,16,0.016
音楽,回る,飛ぶ,美しさ,10,0.01
音楽,回る,花,羽,18,0.018
音楽,回る,舞う,空,2,0.002
音楽,回る,空,美しさ,6,0.006
音楽,回る,美しさ,花,3,0.003
音楽,回る,飛ぶ,花,6,0.006
音楽,回る,儚さ,美しさ,3,0.003
音楽,回る,儚さ,空,1,0.001
音楽,回る,女性,儚さ,3,0.003
音楽,回る,飛ぶ,舞う,1,0.001
音楽,回る,女性,花,6,0.006
音楽,回る,舞う,飛ぶ,4,0.004
音楽,回る,花,女性,8,0.008
音楽,回る,美しさ,女性,2,0.002
音楽,回る,空,舞う,4,0.004
音楽,回る,花,美しさ,2,0.002
音楽,回る,羽,空,1,0.001
音楽,回る,羽,舞う,2,0.002
音楽,回る,NA,NA,129,0.129
踊り子,回る,蝶,女性,138,0.138
踊り子,回る,蝶,空,165,0.165
踊り子,回る,蝶,舞う,221,0.221
踊り子,回る,蝶,飛ぶ,105,0.105
踊り子,回る,蝶,美しさ,45,0.045
踊り子,回る,蝶,羽,100,0.1
踊り子,回る,蝶,儚さ,30,0.03
踊り子,回る,蝶,花,67,0.067
踊り子,回る,NA,NA,129,0.129
踊り子,音楽,蝶,羽,42,0.042
踊り子,音楽,蝶,女性,318,0.318
踊り子,音楽,蝶,美しさ,136,0.136
踊り子,音楽,蝶,空,92,0.092
踊り子,音楽,蝶,花,114,0.114
踊り子,音楽,蝶,飛ぶ,39,0.039
踊り子,音楽,蝶,舞う,80,0.08
踊り子,音楽,蝶,儚さ,50,0.05
踊り子,音楽,NA,NA,129,0.129
