B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,儚さ,421,0.421
踊り子,揺れる,蝶,羽,208,0.208
踊り子,揺れる,蝶,女性,44,0.044
踊り子,揺れる,蝶,空,36,0.036
踊り子,揺れる,蝶,飛ぶ,9,0.009
踊り子,揺れる,蝶,花,65,0.065
踊り子,揺れる,蝶,美しさ,52,0.052
踊り子,揺れる,蝶,舞う,87,0.087
踊り子,揺れる,NA,NA,78,0.078
踊り子,音楽,蝶,女性,301,0.301
踊り子,音楽,蝶,舞う,227,0.227
踊り子,音楽,蝶,美しさ,234,0.234
踊り子,音楽,蝶,花,72,0.072
踊り子,音楽,蝶,儚さ,23,0.023
踊り子,音楽,蝶,羽,33,0.033
踊り子,音楽,蝶,飛ぶ,14,0.014
踊り子,音楽,蝶,空,18,0.018
踊り子,音楽,NA,NA,78,0.078
音楽,揺れる,女性,儚さ,216,0.216
音楽,揺れる,舞う,儚さ,128,0.128
音楽,揺れる,美しさ,羽,137,0.137
音楽,揺れる,舞う,女性,7,0.007
音楽,揺れる,花,羽,32,0.032
音楽,揺れる,美しさ,空,25,0.025
音楽,揺れる,花,飛ぶ,2,0.002
音楽,揺れる,舞う,花,60,0.06
音楽,揺れる,女性,空,1,0.001
音楽,揺れる,舞う,美しさ,10,0.01
音楽,揺れる,美しさ,舞う,19,0.019
音楽,揺れる,女性,舞う,55,0.055
音楽,揺れる,舞う,飛ぶ,7,0.007
音楽,揺れる,女性,羽,24,0.024
音楽,揺れる,美しさ,儚さ,50,0.05
音楽,揺れる,儚さ,女性,17,0.017
音楽,揺れる,羽,美しさ,17,0.017
音楽,揺れる,花,儚さ,12,0.012
音楽,揺れる,飛ぶ,美しさ,10,0.01
音楽,揺れる,花,舞う,12,0.012
音楽,揺れる,空,儚さ,10,0.01
音楽,揺れる,花,空,7,0.007
音楽,揺れる,儚さ,羽,2,0.002
音楽,揺れる,舞う,羽,12,0.012
音楽,揺れる,儚さ,美しさ,4,0.004
音楽,揺れる,空,美しさ,6,0.006
音楽,揺れる,花,美しさ,3,0.003
音楽,揺れる,羽,儚さ,2,0.002
音楽,揺れる,空,羽,1,0.001
音楽,揺れる,花,女性,4,0.004
音楽,揺れる,羽,女性,14,0.014
音楽,揺れる,美しさ,花,2,0.002
音楽,揺れる,女性,花,3,0.003
音楽,揺れる,舞う,空,3,0.003
音楽,揺れる,空,女性,1,0.001
音楽,揺れる,女性,美しさ,2,0.002
音楽,揺れる,美しさ,女性,1,0.001
音楽,揺れる,飛ぶ,儚さ,3,0.003
音楽,揺れる,飛ぶ,舞う,1,0.001
音楽,揺れる,NA,NA,78,0.078
