B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,儚さ,412,0.412
踊り子,揺れる,蝶,羽,64,0.064
踊り子,揺れる,蝶,舞う,147,0.147
踊り子,揺れる,蝶,女性,69,0.069
踊り子,揺れる,蝶,飛ぶ,16,0.016
踊り子,揺れる,蝶,美しさ,122,0.122
踊り子,揺れる,蝶,花,82,0.082
踊り子,揺れる,蝶,空,40,0.04
踊り子,揺れる,NA,NA,48,0.048
踊り子,踊り,蝶,花,197,0.197
踊り子,踊り,蝶,舞う,413,0.413
踊り子,踊り,蝶,美しさ,61,0.061
踊り子,踊り,蝶,羽,179,0.179
踊り子,踊り,蝶,飛ぶ,27,0.027
踊り子,踊り,蝶,女性,67,0.067
踊り子,踊り,蝶,儚さ,6,0.006
踊り子,踊り,蝶,空,2,0.002
踊り子,踊り,NA,NA,48,0.048
揺れる,踊り,儚さ,花,139,0.139
揺れる,踊り,儚さ,舞う,214,0.214
揺れる,踊り,羽,美しさ,46,0.046
揺れる,踊り,舞う,羽,109,0.109
揺れる,踊り,女性,花,27,0.027
揺れる,踊り,飛ぶ,舞う,15,0.015
揺れる,踊り,舞う,飛ぶ,25,0.025
揺れる,踊り,美しさ,舞う,29,0.029
揺れる,踊り,儚さ,女性,49,0.049
揺れる,踊り,女性,舞う,40,0.04
揺れる,踊り,羽,舞う,9,0.009
揺れる,踊り,花,舞う,73,0.073
揺れる,踊り,美しさ,羽,61,0.061
揺れる,踊り,花,儚さ,1,0.001
揺れる,踊り,空,舞う,33,0.033
揺れる,踊り,花,羽,6,0.006
揺れる,踊り,舞う,花,7,0.007
揺れる,踊り,美しさ,女性,3,0.003
揺れる,踊り,美しさ,花,24,0.024
揺れる,踊り,儚さ,美しさ,8,0.008
揺れる,踊り,女性,羽,2,0.002
揺れる,踊り,羽,女性,8,0.008
揺れる,踊り,空,美しさ,5,0.005
揺れる,踊り,儚さ,空,1,0.001
揺れる,踊り,舞う,美しさ,1,0.001
揺れる,踊り,儚さ,羽,1,0.001
揺れる,踊り,空,飛ぶ,2,0.002
揺れる,踊り,舞う,女性,5,0.005
揺れる,踊り,美しさ,儚さ,5,0.005
揺れる,踊り,花,女性,2,0.002
揺れる,踊り,羽,空,1,0.001
揺れる,踊り,飛ぶ,美しさ,1,0.001
揺れる,踊り,NA,NA,48,0.048
