B_dom,B_cod,A_dom,A_cod,count,probability
回る,踊り,飛ぶ,舞う,34,0.034
回る,踊り,空,舞う,92,0.092
回る,踊り,女性,舞う,61,0.061
回る,踊り,舞う,羽,227,0.227
回る,踊り,儚さ,女性,6,0.006
回る,踊り,美しさ,女性,3,0.003
回る,踊り,花,舞う,102,0.102
回る,踊り,女性,花,60,0.06
回る,踊り,美しさ,舞う,21,0.021
回る,踊り,羽,美しさ,53,0.053
回る,踊り,舞う,飛ぶ,38,0.038
回る,踊り,美しさ,羽,62,0.062
回る,踊り,飛ぶ,美しさ,2,0.002
回る,踊り,女性,羽,10,0.01
回る,踊り,儚さ,花,14,0.014
回る,踊り,羽,女性,4,0.004
回る,踊り,花,羽,3,0.003
回る,踊り,美しさ,花,12,0.012
回る,踊り,舞う,花,15,0.015
回る,踊り,儚さ,舞う,12,0.012
回る,踊り,儚さ,美しさ,2,0.002
回る,踊り,舞う,女性,14,0.014
回る,踊り,羽,舞う,10,0.01
回る,踊り,空,羽,1,0.001
回る,踊り,空,美しさ,9,0.009
回る,踊り,女性,美しさ,3,0.003
回る,踊り,花,女性,2,0.002
回る,踊り,舞う,美しさ,2,0.002
回る,踊り,女性,儚さ,2,0.002
回る,踊り,飛ぶ,儚さ,1,0.001
回る,踊り,美しさ,飛ぶ,2,0.002
回る,踊り,空,飛ぶ,5,0.005
回る,踊り,美しさ,儚さ,1,0.001
回る,踊り,空,儚さ,1,0.001
回る,踊り,飛ぶ,羽,1,0.001
回る,踊り,NA,NA,113,0.113
踊り子,回る,蝶,飛ぶ,38,0.038
踊り子,回る,蝶,空,108,0.108
踊り子,回る,蝶,女性,136,0.136
踊り子,回る,蝶,舞う,296,0.296
踊り子,回る,蝶,儚さ,34,0.034
踊り子,回る,蝶,美しさ,101,0.101
踊り子,回る,蝶,花,107,0.107
踊り子,回る,蝶,羽,67,0.067
踊り子,回る,NA,NA,113,0.113
踊り子,踊り,蝶,舞う,332,0.332
踊り子,踊り,蝶,羽,304,0.304
踊り子,踊り,蝶,女性,29,0.029
踊り子,踊り,蝶,花,101,0.101
踊り子,踊り,蝶,美しさ,71,0.071
踊り子,踊り,蝶,飛ぶ,45,0.045
踊り子,踊り,蝶,儚さ,5,0.005
踊り子,踊り,NA,NA,113,0.113
