B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,花,37,0.037
踊り子,揺れる,蝶,羽,172,0.172
踊り子,揺れる,蝶,儚さ,389,0.389
踊り子,揺れる,蝶,美しさ,121,0.121
踊り子,揺れる,蝶,女性,125,0.125
踊り子,揺れる,蝶,飛ぶ,19,0.019
踊り子,揺れる,蝶,舞う,43,0.043
踊り子,揺れる,蝶,空,41,0.041
踊り子,揺れる,NA,NA,53,0.053
踊り子,女性,蝶,羽,237,0.237
踊り子,女性,蝶,花,140,0.14
踊り子,女性,蝶,女性,159,0.159
踊り子,女性,蝶,空,19,0.019
踊り子,女性,蝶,儚さ,99,0.099
踊り子,女性,蝶,舞う,232,0.232
踊り子,女性,蝶,美しさ,18,0.018
踊り子,女性,蝶,飛ぶ,43,0.043
踊り子,女性,NA,NA,53,0.053
揺れる,女性,花,羽,14,0.014
揺れる,女性,羽,花,72,0.072
揺れる,女性,儚さ,女性,111,0.111
揺れる,女性,美しさ,羽,36,0.036
揺れる,女性,女性,空,13,0.013
揺れる,女性,美しさ,儚さ,8,0.008
揺れる,女性,儚さ,舞う,98,0.098
揺れる,女性,飛ぶ,美しさ,17,0.017
揺れる,女性,儚さ,羽,156,0.156
揺れる,女性,羽,儚さ,81,0.081
揺れる,女性,美しさ,舞う,61,0.061
揺れる,女性,女性,舞う,68,0.068
揺れる,女性,女性,飛ぶ,2,0.002
揺れる,女性,女性,花,6,0.006
揺れる,女性,女性,儚さ,6,0.006
揺れる,女性,舞う,花,32,0.032
揺れる,女性,美しさ,飛ぶ,7,0.007
揺れる,女性,舞う,儚さ,3,0.003
揺れる,女性,空,花,27,0.027
揺れる,女性,花,舞う,5,0.005
揺れる,女性,儚さ,飛ぶ,24,0.024
揺れる,女性,美しさ,花,2,0.002
揺れる,女性,美しさ,空,4,0.004
揺れる,女性,女性,羽,29,0.029
揺れる,女性,花,飛ぶ,10,0.01
揺れる,女性,花,空,2,0.002
揺れる,女性,空,女性,14,0.014
揺れる,女性,美しさ,女性,3,0.003
揺れる,女性,舞う,羽,2,0.002
揺れる,女性,羽,女性,19,0.019
揺れる,女性,舞う,女性,6,0.006
揺れる,女性,飛ぶ,儚さ,1,0.001
揺れる,女性,花,女性,6,0.006
揺れる,女性,女性,美しさ,1,0.001
揺れる,女性,飛ぶ,花,1,0.001
揺れる,女性,NA,NA,53,0.053
