B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,回る,蝶,美しさ,197,0.197
踊り子,回る,蝶,女性,212,0.212
踊り子,回る,蝶,空,88,0.088
踊り子,回る,蝶,羽,94,0.094
踊り子,回る,蝶,花,45,0.045
踊り子,回る,蝶,儚さ,27,0.027
踊り子,回る,蝶,舞う,178,0.178
踊り子,回る,蝶,飛ぶ,33,0.033
踊り子,回る,NA,NA,126,0.126
踊り子,踊り,蝶,舞う,415,0.415
踊り子,踊り,蝶,女性,80,0.08
踊り子,踊り,蝶,羽,137,0.137
踊り子,踊り,蝶,飛ぶ,118,0.118
踊り子,踊り,蝶,美しさ,57,0.057
踊り子,踊り,蝶,花,60,0.06
踊り子,踊り,蝶,空,6,0.006
踊り子,踊り,蝶,儚さ,1,0.001
踊り子,踊り,NA,NA,126,0.126
踊り,回る,舞う,美しさ,166,0.166
踊り,回る,舞う,女性,174,0.174
踊り,回る,舞う,空,33,0.033
踊り,回る,舞う,羽,25,0.025
踊り,回る,女性,花,37,0.037
踊り,回る,羽,女性,1,0.001
踊り,回る,飛ぶ,羽,57,0.057
踊り,回る,美しさ,儚さ,15,0.015
踊り,回る,羽,舞う,103,0.103
踊り,回る,美しさ,女性,25,0.025
踊り,回る,羽,空,16,0.016
踊り,回る,花,女性,12,0.012
踊り,回る,女性,舞う,25,0.025
踊り,回る,羽,飛ぶ,17,0.017
踊り,回る,花,舞う,20,0.02
踊り,回る,花,空,1,0.001
踊り,回る,美しさ,羽,5,0.005
踊り,回る,飛ぶ,舞う,25,0.025
踊り,回る,女性,美しさ,16,0.016
踊り,回る,花,美しさ,14,0.014
踊り,回る,飛ぶ,空,36,0.036
踊り,回る,舞う,飛ぶ,12,0.012
踊り,回る,女性,羽,1,0.001
踊り,回る,空,羽,3,0.003
踊り,回る,花,儚さ,8,0.008
踊り,回る,女性,儚さ,1,0.001
踊り,回る,舞う,儚さ,3,0.003
踊り,回る,美しさ,花,6,0.006
踊り,回る,空,舞う,2,0.002
踊り,回る,美しさ,舞う,3,0.003
踊り,回る,花,飛ぶ,2,0.002
踊り,回る,儚さ,美しさ,1,0.001
踊り,回る,美しさ,空,2,0.002
踊り,回る,美しさ,飛ぶ,1,0.001
踊り,回る,花,羽,3,0.003
踊り,回る,舞う,花,2,0.002
踊り,回る,空,飛ぶ,1,0.001
踊り,回る,NA,NA,126,0.126
