B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,美しさ,131,0.131
踊り子,女性,蝶,舞う,132,0.132
踊り子,女性,蝶,女性,444,0.444
踊り子,女性,蝶,羽,212,0.212
踊り子,女性,蝶,儚さ,27,0.027
踊り子,女性,蝶,空,9,0.009
踊り子,女性,蝶,花,20,0.02
踊り子,女性,蝶,飛ぶ,6,0.006
踊り子,女性,NA,NA,19,0.019
踊り子,音楽,蝶,羽,94,0.094
踊り子,音楽,蝶,花,149,0.149
踊り子,音楽,蝶,空,47,0.047
踊り子,音楽,蝶,舞う,358,0.358
踊り子,音楽,蝶,女性,212,0.212
踊り子,音楽,蝶,美しさ,63,0.063
踊り子,音楽,蝶,儚さ,49,0.049
踊り子,音楽,蝶,飛ぶ,9,0.009
踊り子,音楽,NA,NA,19,0.019
女性,音楽,美しさ,羽,92,0.092
女性,音楽,舞う,花,117,0.117
女性,音楽,美しさ,空,38,0.038
女性,音楽,女性,舞う,358,0.358
女性,音楽,羽,女性,179,0.179
女性,音楽,儚さ,美しさ,8,0.008
女性,音楽,女性,花,29,0.029
女性,音楽,女性,儚さ,49,0.049
女性,音楽,空,美しさ,6,0.006
女性,音楽,花,空,7,0.007
女性,音楽,羽,美しさ,33,0.033
女性,音楽,舞う,飛ぶ,7,0.007
女性,音楽,舞う,美しさ,5,0.005
女性,音楽,儚さ,女性,18,0.018
女性,音楽,飛ぶ,美しさ,6,0.006
女性,音楽,女性,羽,2,0.002
女性,音楽,空,花,3,0.003
女性,音楽,女性,空,1,0.001
女性,音楽,舞う,女性,3,0.003
女性,音楽,花,女性,11,0.011
女性,音楽,花,飛ぶ,2,0.002
女性,音楽,女性,美しさ,5,0.005
女性,音楽,美しさ,女性,1,0.001
女性,音楽,儚さ,空,1,0.001
女性,音楽,NA,NA,19,0.019
