B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,女性,614,0.614
踊り子,女性,蝶,羽,275,0.275
踊り子,女性,蝶,空,11,0.011
踊り子,女性,蝶,舞う,49,0.049
踊り子,女性,蝶,飛ぶ,22,0.022
踊り子,女性,蝶,花,7,0.007
踊り子,女性,蝶,儚さ,6,0.006
踊り子,女性,NA,NA,16,0.016
踊り子,夜,蝶,空,538,0.538
踊り子,夜,蝶,儚さ,382,0.382
踊り子,夜,蝶,女性,12,0.012
踊り子,夜,蝶,飛ぶ,5,0.005
踊り子,夜,蝶,美しさ,22,0.022
踊り子,夜,蝶,舞う,18,0.018
踊り子,夜,蝶,花,5,0.005
踊り子,夜,蝶,羽,2,0.002
踊り子,夜,NA,NA,16,0.016
女性,夜,女性,空,538,0.538
女性,夜,女性,儚さ,53,0.053
女性,夜,羽,女性,5,0.005
女性,夜,羽,儚さ,259,0.259
女性,夜,空,儚さ,10,0.01
女性,夜,舞う,儚さ,47,0.047
女性,夜,飛ぶ,儚さ,13,0.013
女性,夜,花,飛ぶ,4,0.004
女性,夜,女性,美しさ,2,0.002
女性,夜,羽,美しさ,6,0.006
女性,夜,舞う,女性,1,0.001
女性,夜,女性,舞う,18,0.018
女性,夜,花,女性,3,0.003
女性,夜,羽,花,5,0.005
女性,夜,儚さ,女性,2,0.002
女性,夜,舞う,美しさ,1,0.001
女性,夜,飛ぶ,美しさ,9,0.009
女性,夜,儚さ,美しさ,4,0.004
女性,夜,女性,羽,2,0.002
女性,夜,女性,飛ぶ,1,0.001
女性,夜,空,女性,1,0.001
女性,夜,NA,NA,16,0.016
