B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,夜,蝶,儚さ,366,0.366
踊り子,夜,蝶,空,356,0.356
踊り子,夜,蝶,美しさ,59,0.059
踊り子,夜,蝶,女性,73,0.073
踊り子,夜,蝶,花,10,0.01
踊り子,夜,蝶,飛ぶ,9,0.009
踊り子,夜,蝶,舞う,5,0.005
踊り子,夜,蝶,羽,1,0.001
踊り子,夜,NA,NA,121,0.121
踊り子,回る,蝶,舞う,162,0.162
踊り子,回る,蝶,女性,248,0.248
踊り子,回る,蝶,羽,132,0.132
踊り子,回る,蝶,飛ぶ,127,0.127
踊り子,回る,蝶,美しさ,55,0.055
踊り子,回る,蝶,儚さ,21,0.021
踊り子,回る,蝶,空,61,0.061
踊り子,回る,蝶,花,73,0.073
踊り子,回る,NA,NA,121,0.121
夜,回る,儚さ,舞う,115,0.115
夜,回る,儚さ,女性,23,0.023
夜,回る,儚さ,羽,116,0.116
夜,回る,儚さ,飛ぶ,90,0.09
夜,回る,空,女性,215,0.215
夜,回る,空,美しさ,44,0.044
夜,回る,空,儚さ,15,0.015
夜,回る,儚さ,空,15,0.015
夜,回る,美しさ,舞う,23,0.023
夜,回る,女性,空,42,0.042
夜,回る,空,花,71,0.071
夜,回る,空,舞う,10,0.01
夜,回る,美しさ,儚さ,3,0.003
夜,回る,美しさ,飛ぶ,21,0.021
夜,回る,女性,美しさ,1,0.001
夜,回る,儚さ,美しさ,7,0.007
夜,回る,花,飛ぶ,5,0.005
夜,回る,女性,舞う,13,0.013
夜,回る,飛ぶ,女性,8,0.008
夜,回る,女性,花,1,0.001
夜,回る,舞う,女性,1,0.001
夜,回る,花,羽,3,0.003
夜,回る,女性,飛ぶ,9,0.009
夜,回る,女性,羽,6,0.006
夜,回る,空,飛ぶ,1,0.001
夜,回る,美しさ,女性,1,0.001
夜,回る,美しさ,羽,7,0.007
夜,回る,舞う,飛ぶ,1,0.001
夜,回る,舞う,美しさ,2,0.002
夜,回る,女性,儚さ,1,0.001
夜,回る,花,儚さ,1,0.001
夜,回る,飛ぶ,美しさ,1,0.001
夜,回る,花,舞う,1,0.001
夜,回る,美しさ,空,4,0.004
夜,回る,羽,花,1,0.001
夜,回る,舞う,儚さ,1,0.001
夜,回る,NA,NA,121,0.121
