B_dom,B_cod,A_dom,A_cod,count,probability
音楽,スカート,儚さ,羽,25,0.025
音楽,スカート,空,女性,190,0.19
音楽,スカート,飛ぶ,女性,66,0.066
音楽,スカート,儚さ,女性,52,0.052
音楽,スカート,美しさ,舞う,72,0.072
音楽,スカート,舞う,女性,57,0.057
音楽,スカート,女性,舞う,128,0.128
音楽,スカート,女性,空,62,0.062
音楽,スカート,羽,女性,35,0.035
音楽,スカート,花,飛ぶ,6,0.006
音楽,スカート,美しさ,飛ぶ,51,0.051
音楽,スカート,羽,花,15,0.015
音楽,スカート,儚さ,舞う,15,0.015
音楽,スカート,女性,羽,35,0.035
音楽,スカート,舞う,儚さ,24,0.024
音楽,スカート,美しさ,空,4,0.004
音楽,スカート,女性,飛ぶ,9,0.009
音楽,スカート,花,空,10,0.01
音楽,スカート,美しさ,女性,11,0.011
音楽,スカート,空,羽,1,0.001
音楽,スカート,舞う,花,38,0.038
音楽,スカート,花,羽,14,0.014
音楽,スカート,女性,儚さ,5,0.005
音楽,スカート,飛ぶ,美しさ,2,0.002
音楽,スカート,舞う,美しさ,4,0.004
音楽,スカート,空,美しさ,1,0.001
音楽,スカート,花,女性,22,0.022
音楽,スカート,舞う,飛ぶ,2,0.002
音楽,スカート,儚さ,飛ぶ,3,0.003
音楽,スカート,羽,儚さ,3,0.003
音楽,スカート,美しさ,羽,4,0.004
音楽,スカート,花,舞う,9,0.009
音楽,スカート,女性,美しさ,2,0.002
音楽,スカート,舞う,羽,4,0.004
音楽,スカート,羽,美しさ,1,0.001
音楽,スカート,美しさ,儚さ,1,0.001
音楽,スカート,NA,NA,17,0.017
踊り子,スカート,蝶,羽,83,0.083
踊り子,スカート,蝶,女性,433,0.433
踊り子,スカート,蝶,舞う,224,0.224
踊り子,スカート,蝶,空,76,0.076
踊り子,スカート,蝶,飛ぶ,71,0.071
踊り子,スカート,蝶,花,53,0.053
踊り子,スカート,蝶,儚さ,33,0.033
踊り子,スカート,蝶,美しさ,10,0.01
踊り子,スカート,NA,NA,17,0.017
踊り子,音楽,蝶,儚さ,95,0.095
踊り子,音楽,蝶,空,192,0.192
踊り子,音楽,蝶,飛ぶ,68,0.068
踊り子,音楽,蝶,美しさ,143,0.143
踊り子,音楽,蝶,舞う,129,0.129
踊り子,音楽,蝶,女性,241,0.241
踊り子,音楽,蝶,羽,54,0.054
踊り子,音楽,蝶,花,61,0.061
踊り子,音楽,NA,NA,17,0.017
