B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,夜,蝶,空,363,0.363
踊り子,夜,蝶,儚さ,356,0.356
踊り子,夜,蝶,女性,55,0.055
踊り子,夜,蝶,美しさ,36,0.036
踊り子,夜,蝶,飛ぶ,20,0.02
踊り子,夜,蝶,花,19,0.019
踊り子,夜,蝶,舞う,9,0.009
踊り子,夜,蝶,羽,2,0.002
踊り子,夜,NA,NA,140,0.14
踊り子,回る,蝶,美しさ,117,0.117
踊り子,回る,蝶,羽,162,0.162
踊り子,回る,蝶,女性,226,0.226
踊り子,回る,蝶,空,100,0.1
踊り子,回る,蝶,飛ぶ,69,0.069
踊り子,回る,蝶,舞う,130,0.13
踊り子,回る,蝶,儚さ,20,0.02
踊り子,回る,蝶,花,36,0.036
踊り子,回る,NA,NA,140,0.14
回る,夜,美しさ,空,93,0.093
回る,夜,羽,儚さ,127,0.127
回る,夜,女性,空,199,0.199
回る,夜,空,女性,44,0.044
回る,夜,飛ぶ,儚さ,49,0.049
回る,夜,羽,空,5,0.005
回る,夜,女性,美しさ,3,0.003
回る,夜,舞う,儚さ,103,0.103
回る,夜,空,儚さ,46,0.046
回る,夜,女性,儚さ,22,0.022
回る,夜,儚さ,空,11,0.011
回る,夜,美しさ,飛ぶ,14,0.014
回る,夜,儚さ,飛ぶ,4,0.004
回る,夜,美しさ,儚さ,5,0.005
回る,夜,舞う,空,21,0.021
回る,夜,舞う,花,2,0.002
回る,夜,羽,花,8,0.008
回る,夜,花,空,30,0.03
回る,夜,飛ぶ,美しさ,8,0.008
回る,夜,飛ぶ,空,4,0.004
回る,夜,美しさ,舞う,4,0.004
回る,夜,飛ぶ,女性,4,0.004
回る,夜,飛ぶ,舞う,2,0.002
回る,夜,羽,美しさ,18,0.018
回る,夜,羽,女性,4,0.004
回る,夜,空,花,7,0.007
回る,夜,女性,飛ぶ,1,0.001
回る,夜,女性,舞う,1,0.001
回る,夜,儚さ,美しさ,3,0.003
回る,夜,空,飛ぶ,1,0.001
回る,夜,舞う,美しさ,3,0.003
回る,夜,花,儚さ,4,0.004
回る,夜,儚さ,舞う,1,0.001
回る,夜,飛ぶ,花,2,0.002
回る,夜,花,女性,1,0.001
回る,夜,空,美しさ,1,0.001
回る,夜,美しさ,羽,1,0.001
回る,夜,花,羽,1,0.001
回る,夜,舞う,女性,1,0.001
回る,夜,儚さ,女性,1,0.001
回る,夜,空,舞う,1,0.001
回る,夜,NA,NA,140,0.14
