B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,儚さ,424,0.424
踊り子,揺れる,蝶,舞う,61,0.061
踊り子,揺れる,蝶,花,81,0.081
踊り子,揺れる,蝶,飛ぶ,52,0.052
踊り子,揺れる,蝶,美しさ,102,0.102
踊り子,揺れる,蝶,空,26,0.026
踊り子,揺れる,蝶,羽,126,0.126
踊り子,揺れる,蝶,女性,79,0.079
踊り子,揺れる,NA,NA,49,0.049
踊り子,舞台,蝶,飛ぶ,201,0.201
踊り子,舞台,蝶,花,167,0.167
踊り子,舞台,蝶,舞う,225,0.225
踊り子,舞台,蝶,女性,86,0.086
踊り子,舞台,蝶,羽,187,0.187
踊り子,舞台,蝶,空,56,0.056
踊り子,舞台,蝶,美しさ,19,0.019
踊り子,舞台,蝶,儚さ,10,0.01
踊り子,舞台,NA,NA,49,0.049
舞台,揺れる,飛ぶ,儚さ,109,0.109
舞台,揺れる,花,舞う,2,0.002
舞台,揺れる,舞う,儚さ,151,0.151
舞台,揺れる,舞う,花,50,0.05
舞台,揺れる,花,飛ぶ,41,0.041
舞台,揺れる,舞う,美しさ,5,0.005
舞台,揺れる,女性,空,7,0.007
舞台,揺れる,羽,儚さ,112,0.112
舞台,揺れる,花,羽,102,0.102
舞台,揺れる,空,儚さ,28,0.028
舞台,揺れる,飛ぶ,美しさ,69,0.069
舞台,揺れる,女性,舞う,39,0.039
舞台,揺れる,飛ぶ,女性,19,0.019
舞台,揺れる,女性,儚さ,21,0.021
舞台,揺れる,舞う,飛ぶ,10,0.01
舞台,揺れる,羽,女性,34,0.034
舞台,揺れる,美しさ,舞う,15,0.015
舞台,揺れる,羽,花,22,0.022
舞台,揺れる,美しさ,儚さ,1,0.001
舞台,揺れる,羽,美しさ,19,0.019
舞台,揺れる,女性,羽,16,0.016
舞台,揺れる,女性,美しさ,2,0.002
舞台,揺れる,花,空,14,0.014
舞台,揺れる,空,花,6,0.006
舞台,揺れる,花,美しさ,5,0.005
舞台,揺れる,飛ぶ,舞う,1,0.001
舞台,揺れる,美しさ,空,3,0.003
舞台,揺れる,空,女性,20,0.02
舞台,揺れる,舞う,羽,4,0.004
舞台,揺れる,儚さ,女性,2,0.002
舞台,揺れる,飛ぶ,花,3,0.003
舞台,揺れる,舞う,空,2,0.002
舞台,揺れる,舞う,女性,3,0.003
舞台,揺れる,儚さ,舞う,4,0.004
舞台,揺れる,花,女性,1,0.001
舞台,揺れる,花,儚さ,2,0.002
舞台,揺れる,女性,飛ぶ,1,0.001
舞台,揺れる,空,美しさ,2,0.002
舞台,揺れる,儚さ,羽,4,0.004
舞台,揺れる,NA,NA,49,0.049
