B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,624,0.624
踊り子,スカート,蝶,羽,104,0.104
踊り子,スカート,蝶,美しさ,75,0.075
踊り子,スカート,蝶,空,62,0.062
踊り子,スカート,蝶,飛ぶ,31,0.031
踊り子,スカート,蝶,花,5,0.005
踊り子,スカート,蝶,舞う,57,0.057
踊り子,スカート,蝶,儚さ,14,0.014
踊り子,スカート,NA,NA,28,0.028
踊り子,音楽,蝶,舞う,318,0.318
踊り子,音楽,蝶,花,185,0.185
踊り子,音楽,蝶,儚さ,40,0.04
踊り子,音楽,蝶,美しさ,30,0.03
踊り子,音楽,蝶,飛ぶ,101,0.101
踊り子,音楽,蝶,空,198,0.198
踊り子,音楽,蝶,女性,83,0.083
踊り子,音楽,蝶,羽,17,0.017
踊り子,音楽,NA,NA,28,0.028
スカート,音楽,女性,舞う,302,0.302
スカート,音楽,女性,花,19,0.019
スカート,音楽,羽,儚さ,8,0.008
スカート,音楽,女性,美しさ,15,0.015
スカート,音楽,美しさ,飛ぶ,53,0.053
スカート,音楽,空,花,13,0.013
スカート,音楽,羽,美しさ,6,0.006
スカート,音楽,飛ぶ,花,22,0.022
スカート,音楽,羽,花,81,0.081
スカート,音楽,女性,空,196,0.196
スカート,音楽,花,舞う,2,0.002
スカート,音楽,空,女性,48,0.048
スカート,音楽,美しさ,女性,6,0.006
スカート,音楽,舞う,花,50,0.05
スカート,音楽,舞う,女性,4,0.004
スカート,音楽,女性,飛ぶ,47,0.047
スカート,音楽,女性,儚さ,28,0.028
スカート,音楽,花,女性,1,0.001
スカート,音楽,美しさ,舞う,13,0.013
スカート,音楽,羽,女性,9,0.009
スカート,音楽,花,空,1,0.001
スカート,音楽,女性,羽,17,0.017
スカート,音楽,儚さ,女性,11,0.011
スカート,音楽,舞う,美しさ,2,0.002
スカート,音楽,儚さ,美しさ,2,0.002
スカート,音楽,飛ぶ,美しさ,5,0.005
スカート,音楽,飛ぶ,女性,4,0.004
スカート,音楽,美しさ,儚さ,2,0.002
スカート,音楽,花,飛ぶ,1,0.001
スカート,音楽,空,儚さ,1,0.001
スカート,音楽,美しさ,空,1,0.001
スカート,音楽,舞う,儚さ,1,0.001
スカート,音楽,儚さ,舞う,1,0.001
スカート,音楽,NA,NA,28,0.028
