B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,踊り,蝶,美しさ,501,0.501
踊り子,踊り,蝶,舞う,154,0.154
踊り子,踊り,蝶,飛ぶ,137,0.137
踊り子,踊り,蝶,女性,94,0.094
踊り子,踊り,蝶,花,33,0.033
踊り子,踊り,蝶,羽,75,0.075
踊り子,踊り,蝶,儚さ,1,0.001
踊り子,踊り,蝶,空,2,0.002
踊り子,踊り,NA,NA,3,0.003
踊り子,舞台,蝶,花,332,0.332
踊り子,舞台,蝶,羽,258,0.258
踊り子,舞台,蝶,舞う,238,0.238
踊り子,舞台,蝶,美しさ,13,0.013
踊り子,舞台,蝶,女性,55,0.055
踊り子,舞台,蝶,飛ぶ,71,0.071
踊り子,舞台,蝶,空,26,0.026
踊り子,舞台,蝶,儚さ,4,0.004
踊り子,舞台,NA,NA,3,0.003
舞台,踊り,花,美しさ,313,0.313
舞台,踊り,羽,舞う,138,0.138
舞台,踊り,羽,飛ぶ,120,0.12
舞台,踊り,舞う,女性,73,0.073
舞台,踊り,美しさ,花,7,0.007
舞台,踊り,舞う,美しさ,156,0.156
舞台,踊り,女性,花,23,0.023
舞台,踊り,花,女性,16,0.016
舞台,踊り,女性,美しさ,29,0.029
舞台,踊り,舞う,花,1,0.001
舞台,踊り,飛ぶ,羽,61,0.061
舞台,踊り,女性,儚さ,1,0.001
舞台,踊り,空,羽,6,0.006
舞台,踊り,美しさ,女性,5,0.005
舞台,踊り,空,飛ぶ,16,0.016
舞台,踊り,舞う,羽,7,0.007
舞台,踊り,飛ぶ,空,2,0.002
舞台,踊り,飛ぶ,舞う,7,0.007
舞台,踊り,女性,舞う,2,0.002
舞台,踊り,儚さ,花,2,0.002
舞台,踊り,儚さ,美しさ,2,0.002
舞台,踊り,花,舞う,3,0.003
舞台,踊り,空,舞う,4,0.004
舞台,踊り,美しさ,羽,1,0.001
舞台,踊り,舞う,飛ぶ,1,0.001
舞台,踊り,飛ぶ,美しさ,1,0.001
舞台,踊り,NA,NA,3,0.003
