B_dom,B_cod,A_dom,A_cod,count,probability
夜,女性,空,花,372,0.372
夜,女性,儚さ,女性,59,0.059
夜,女性,儚さ,羽,285,0.285
夜,女性,儚さ,舞う,39,0.039
夜,女性,女性,舞う,9,0.009
夜,女性,空,女性,156,0.156
夜,女性,美しさ,羽,9,0.009
夜,女性,女性,花,1,0.001
夜,女性,美しさ,飛ぶ,4,0.004
夜,女性,舞う,花,8,0.008
夜,女性,美しさ,舞う,12,0.012
夜,女性,女性,羽,6,0.006
夜,女性,儚さ,飛ぶ,7,0.007
夜,女性,飛ぶ,美しさ,2,0.002
夜,女性,花,女性,2,0.002
夜,女性,美しさ,儚さ,3,0.003
夜,女性,花,空,1,0.001
夜,女性,羽,儚さ,3,0.003
夜,女性,美しさ,女性,3,0.003
夜,女性,美しさ,空,1,0.001
夜,女性,花,羽,1,0.001
夜,女性,女性,儚さ,1,0.001
夜,女性,飛ぶ,花,1,0.001
夜,女性,美しさ,花,1,0.001
夜,女性,舞う,儚さ,2,0.002
夜,女性,舞う,飛ぶ,1,0.001
夜,女性,花,舞う,1,0.001
夜,女性,花,飛ぶ,1,0.001
夜,女性,女性,空,1,0.001
夜,女性,NA,NA,8,0.008
踊り子,夜,蝶,空,528,0.528
踊り子,夜,蝶,儚さ,390,0.39
踊り子,夜,蝶,女性,18,0.018
踊り子,夜,蝶,美しさ,33,0.033
踊り子,夜,蝶,舞う,11,0.011
踊り子,夜,蝶,飛ぶ,3,0.003
踊り子,夜,蝶,花,6,0.006
踊り子,夜,蝶,羽,3,0.003
踊り子,夜,NA,NA,8,0.008
踊り子,女性,蝶,花,383,0.383
踊り子,女性,蝶,女性,220,0.22
踊り子,女性,蝶,羽,301,0.301
踊り子,女性,蝶,舞う,61,0.061
踊り子,女性,蝶,飛ぶ,13,0.013
踊り子,女性,蝶,美しさ,2,0.002
踊り子,女性,蝶,儚さ,9,0.009
踊り子,女性,蝶,空,3,0.003
踊り子,女性,NA,NA,8,0.008
