B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,舞う,220,0.22
踊り子,スカート,蝶,女性,696,0.696
踊り子,スカート,蝶,美しさ,62,0.062
踊り子,スカート,蝶,羽,9,0.009
踊り子,スカート,蝶,儚さ,1,0.001
踊り子,スカート,蝶,空,7,0.007
踊り子,スカート,蝶,花,1,0.001
踊り子,スカート,NA,NA,4,0.004
踊り子,踊り,蝶,飛ぶ,227,0.227
踊り子,踊り,蝶,舞う,599,0.599
踊り子,踊り,蝶,羽,72,0.072
踊り子,踊り,蝶,美しさ,32,0.032
踊り子,踊り,蝶,花,55,0.055
踊り子,踊り,蝶,女性,7,0.007
踊り子,踊り,蝶,儚さ,3,0.003
踊り子,踊り,蝶,空,1,0.001
踊り子,踊り,NA,NA,4,0.004
踊り,スカート,飛ぶ,舞う,214,0.214
踊り,スカート,舞う,女性,580,0.58
踊り,スカート,羽,美しさ,37,0.037
踊り,スカート,舞う,羽,5,0.005
踊り,スカート,美しさ,女性,31,0.031
踊り,スカート,羽,女性,31,0.031
踊り,スカート,花,女性,51,0.051
踊り,スカート,飛ぶ,美しさ,8,0.008
踊り,スカート,美しさ,儚さ,1,0.001
踊り,スカート,飛ぶ,女性,2,0.002
踊り,スカート,花,舞う,2,0.002
踊り,スカート,舞う,美しさ,9,0.009
踊り,スカート,羽,空,2,0.002
踊り,スカート,舞う,空,5,0.005
踊り,スカート,女性,美しさ,4,0.004
踊り,スカート,飛ぶ,羽,3,0.003
踊り,スカート,女性,舞う,2,0.002
踊り,スカート,羽,舞う,2,0.002
踊り,スカート,儚さ,女性,1,0.001
踊り,スカート,儚さ,美しさ,2,0.002
踊り,スカート,空,美しさ,1,0.001
踊り,スカート,花,美しさ,1,0.001
踊り,スカート,花,羽,1,0.001
踊り,スカート,女性,花,1,0.001
踊り,スカート,NA,NA,4,0.004
