B_dom,B_cod,A_dom,A_cod,count,probability
音楽,舞台,飛ぶ,舞う,85,0.085
音楽,舞台,花,舞う,268,0.268
音楽,舞台,女性,花,134,0.134
音楽,舞台,美しさ,花,82,0.082
音楽,舞台,舞う,羽,149,0.149
音楽,舞台,儚さ,花,20,0.02
音楽,舞台,舞う,花,22,0.022
音楽,舞台,舞う,飛ぶ,23,0.023
音楽,舞台,花,女性,17,0.017
音楽,舞台,女性,舞う,42,0.042
音楽,舞台,舞う,空,4,0.004
音楽,舞台,羽,舞う,13,0.013
音楽,舞台,舞う,女性,20,0.02
音楽,舞台,空,飛ぶ,3,0.003
音楽,舞台,空,美しさ,17,0.017
音楽,舞台,空,舞う,31,0.031
音楽,舞台,美しさ,羽,15,0.015
音楽,舞台,美しさ,舞う,17,0.017
音楽,舞台,女性,羽,2,0.002
音楽,舞台,美しさ,女性,3,0.003
音楽,舞台,儚さ,美しさ,1,0.001
音楽,舞台,羽,美しさ,1,0.001
音楽,舞台,女性,美しさ,3,0.003
音楽,舞台,花,羽,1,0.001
音楽,舞台,美しさ,儚さ,2,0.002
音楽,舞台,花,儚さ,1,0.001
音楽,舞台,儚さ,女性,1,0.001
音楽,舞台,舞う,美しさ,1,0.001
音楽,舞台,美しさ,空,2,0.002
音楽,舞台,NA,NA,20,0.02
踊り子,舞台,蝶,舞う,456,0.456
踊り子,舞台,蝶,花,258,0.258
踊り子,舞台,蝶,羽,167,0.167
踊り子,舞台,蝶,飛ぶ,26,0.026
踊り子,舞台,蝶,女性,41,0.041
踊り子,舞台,蝶,空,6,0.006
踊り子,舞台,蝶,美しさ,23,0.023
踊り子,舞台,蝶,儚さ,3,0.003
踊り子,舞台,NA,NA,20,0.02
踊り子,音楽,蝶,飛ぶ,85,0.085
踊り子,音楽,蝶,花,287,0.287
踊り子,音楽,蝶,女性,181,0.181
踊り子,音楽,蝶,美しさ,121,0.121
踊り子,音楽,蝶,舞う,219,0.219
踊り子,音楽,蝶,儚さ,22,0.022
踊り子,音楽,蝶,羽,14,0.014
踊り子,音楽,蝶,空,51,0.051
踊り子,音楽,NA,NA,20,0.02
