B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,回る,蝶,女性,108,0.108
踊り子,回る,蝶,飛ぶ,109,0.109
踊り子,回る,蝶,空,226,0.226
踊り子,回る,蝶,舞う,227,0.227
踊り子,回る,蝶,花,62,0.062
踊り子,回る,蝶,美しさ,48,0.048
踊り子,回る,蝶,羽,69,0.069
踊り子,回る,蝶,儚さ,40,0.04
踊り子,回る,NA,NA,111,0.111
踊り子,女性,蝶,羽,112,0.112
踊り子,女性,蝶,美しさ,96,0.096
踊り子,女性,蝶,女性,559,0.559
踊り子,女性,蝶,空,39,0.039
踊り子,女性,蝶,儚さ,25,0.025
踊り子,女性,蝶,飛ぶ,39,0.039
踊り子,女性,蝶,花,7,0.007
踊り子,女性,蝶,舞う,12,0.012
踊り子,女性,NA,NA,111,0.111
女性,回る,羽,女性,34,0.034
女性,回る,美しさ,飛ぶ,95,0.095
女性,回る,女性,空,226,0.226
女性,回る,女性,舞う,227,0.227
女性,回る,空,花,6,0.006
女性,回る,儚さ,美しさ,13,0.013
女性,回る,飛ぶ,女性,23,0.023
女性,回る,空,女性,28,0.028
女性,回る,女性,羽,69,0.069
女性,回る,飛ぶ,花,7,0.007
女性,回る,儚さ,女性,12,0.012
女性,回る,羽,花,41,0.041
女性,回る,羽,美しさ,13,0.013
女性,回る,空,美しさ,5,0.005
女性,回る,羽,儚さ,24,0.024
女性,回る,飛ぶ,美しさ,8,0.008
女性,回る,花,女性,7,0.007
女性,回る,女性,美しさ,8,0.008
女性,回る,舞う,儚さ,4,0.004
女性,回る,女性,儚さ,11,0.011
女性,回る,舞う,花,4,0.004
女性,回る,女性,飛ぶ,14,0.014
女性,回る,女性,花,4,0.004
女性,回る,美しさ,女性,1,0.001
女性,回る,飛ぶ,儚さ,1,0.001
女性,回る,舞う,美しさ,1,0.001
女性,回る,舞う,女性,3,0.003
女性,回る,NA,NA,111,0.111
