B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,女性,蝶,女性,105,0.105
踊り子,女性,蝶,美しさ,816,0.816
踊り子,女性,蝶,花,59,0.059
踊り子,女性,蝶,空,2,0.002
踊り子,女性,蝶,儚さ,4,0.004
踊り子,女性,蝶,羽,2,0.002
踊り子,女性,蝶,舞う,4,0.004
踊り子,女性,蝶,飛ぶ,2,0.002
踊り子,女性,NA,NA,6,0.006
踊り子,スカート,蝶,美しさ,88,0.088
踊り子,スカート,蝶,女性,856,0.856
踊り子,スカート,蝶,儚さ,4,0.004
踊り子,スカート,蝶,舞う,16,0.016
踊り子,スカート,蝶,花,19,0.019
踊り子,スカート,蝶,飛ぶ,4,0.004
踊り子,スカート,蝶,羽,6,0.006
踊り子,スカート,蝶,空,1,0.001
踊り子,スカート,NA,NA,6,0.006
スカート,女性,美しさ,女性,88,0.088
スカート,女性,女性,美しさ,792,0.792
スカート,女性,女性,花,59,0.059
スカート,女性,儚さ,美しさ,3,0.003
スカート,女性,舞う,美しさ,5,0.005
スカート,女性,花,美しさ,16,0.016
スカート,女性,飛ぶ,空,2,0.002
スカート,女性,女性,儚さ,4,0.004
スカート,女性,舞う,女性,11,0.011
スカート,女性,羽,女性,1,0.001
スカート,女性,花,女性,3,0.003
スカート,女性,飛ぶ,羽,1,0.001
スカート,女性,儚さ,女性,1,0.001
スカート,女性,羽,舞う,3,0.003
スカート,女性,羽,飛ぶ,2,0.002
スカート,女性,空,羽,1,0.001
スカート,女性,飛ぶ,女性,1,0.001
スカート,女性,女性,舞う,1,0.001
スカート,女性,NA,NA,6,0.006
