B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,儚さ,398,0.398
踊り子,揺れる,蝶,飛ぶ,17,0.017
踊り子,揺れる,蝶,羽,104,0.104
踊り子,揺れる,蝶,美しさ,118,0.118
踊り子,揺れる,蝶,女性,97,0.097
踊り子,揺れる,蝶,花,37,0.037
踊り子,揺れる,蝶,空,11,0.011
踊り子,揺れる,蝶,舞う,52,0.052
踊り子,揺れる,NA,NA,166,0.166
踊り子,回る,蝶,舞う,287,0.287
踊り子,回る,蝶,美しさ,61,0.061
踊り子,回る,蝶,女性,218,0.218
踊り子,回る,蝶,飛ぶ,33,0.033
踊り子,回る,蝶,空,66,0.066
踊り子,回る,蝶,羽,111,0.111
踊り子,回る,蝶,儚さ,23,0.023
踊り子,回る,蝶,花,35,0.035
踊り子,回る,NA,NA,166,0.166
揺れる,回る,儚さ,舞う,145,0.145
揺れる,回る,飛ぶ,美しさ,10,0.01
揺れる,回る,飛ぶ,舞う,3,0.003
揺れる,回る,儚さ,女性,147,0.147
揺れる,回る,羽,女性,55,0.055
揺れる,回る,儚さ,飛ぶ,13,0.013
揺れる,回る,美しさ,舞う,63,0.063
揺れる,回る,儚さ,空,20,0.02
揺れる,回る,女性,舞う,56,0.056
揺れる,回る,美しさ,空,23,0.023
揺れる,回る,美しさ,飛ぶ,6,0.006
揺れる,回る,儚さ,羽,43,0.043
揺れる,回る,花,飛ぶ,4,0.004
揺れる,回る,儚さ,美しさ,20,0.02
揺れる,回る,羽,美しさ,23,0.023
揺れる,回る,女性,羽,24,0.024
揺れる,回る,羽,舞う,9,0.009
揺れる,回る,花,女性,3,0.003
揺れる,回る,空,儚さ,1,0.001
揺れる,回る,儚さ,花,10,0.01
揺れる,回る,舞う,儚さ,11,0.011
揺れる,回る,舞う,飛ぶ,6,0.006
揺れる,回る,舞う,空,6,0.006
揺れる,回る,美しさ,羽,18,0.018
揺れる,回る,空,女性,4,0.004
揺れる,回る,舞う,花,12,0.012
揺れる,回る,花,舞う,8,0.008
揺れる,回る,羽,儚さ,4,0.004
揺れる,回る,女性,空,5,0.005
揺れる,回る,花,羽,13,0.013
揺れる,回る,花,美しさ,1,0.001
揺れる,回る,花,空,8,0.008
揺れる,回る,舞う,美しさ,4,0.004
揺れる,回る,羽,花,7,0.007
揺れる,回る,舞う,羽,11,0.011
揺れる,回る,美しさ,花,3,0.003
揺れる,回る,羽,飛ぶ,2,0.002
揺れる,回る,空,花,2,0.002
揺れる,回る,空,美しさ,1,0.001
揺れる,回る,羽,空,4,0.004
揺れる,回る,女性,儚さ,7,0.007
揺れる,回る,飛ぶ,女性,2,0.002
揺れる,回る,舞う,女性,2,0.002
揺れる,回る,空,舞う,3,0.003
揺れる,回る,美しさ,女性,5,0.005
揺れる,回る,飛ぶ,羽,2,0.002
揺れる,回る,女性,美しさ,2,0.002
揺れる,回る,女性,花,1,0.001
揺れる,回る,女性,飛ぶ,2,0.002
揺れる,回る,NA,NA,166,0.166
