B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,舞う,139,0.139
踊り子,スカート,蝶,女性,546,0.546
踊り子,スカート,蝶,羽,12,0.012
踊り子,スカート,蝶,花,164,0.164
踊り子,スカート,蝶,美しさ,102,0.102
踊り子,スカート,蝶,空,19,0.019
踊り子,スカート,蝶,飛ぶ,1,0.001
踊り子,スカート,蝶,儚さ,3,0.003
踊り子,スカート,NA,NA,14,0.014
踊り子,舞台,蝶,羽,192,0.192
踊り子,舞台,蝶,花,382,0.382
踊り子,舞台,蝶,美しさ,21,0.021
踊り子,舞台,蝶,舞う,326,0.326
踊り子,舞台,蝶,飛ぶ,16,0.016
踊り子,舞台,蝶,儚さ,28,0.028
踊り子,舞台,蝶,女性,14,0.014
踊り子,舞台,蝶,空,7,0.007
踊り子,舞台,NA,NA,14,0.014
スカート,舞台,舞う,羽,123,0.123
スカート,舞台,女性,花,373,0.373
スカート,舞台,女性,美しさ,8,0.008
スカート,舞台,羽,美しさ,9,0.009
スカート,舞台,花,舞う,160,0.16
スカート,舞台,舞う,飛ぶ,14,0.014
スカート,舞台,女性,舞う,148,0.148
スカート,舞台,美しさ,羽,64,0.064
スカート,舞台,空,美しさ,4,0.004
スカート,舞台,女性,儚さ,11,0.011
スカート,舞台,美しさ,舞う,3,0.003
スカート,舞台,美しさ,儚さ,17,0.017
スカート,舞台,美しさ,花,7,0.007
スカート,舞台,女性,羽,4,0.004
スカート,舞台,空,舞う,14,0.014
スカート,舞台,飛ぶ,舞う,1,0.001
スカート,舞台,羽,女性,2,0.002
スカート,舞台,美しさ,空,5,0.005
スカート,舞台,花,女性,2,0.002
スカート,舞台,空,女性,1,0.001
スカート,舞台,花,羽,1,0.001
スカート,舞台,美しさ,女性,6,0.006
スカート,舞台,儚さ,女性,3,0.003
スカート,舞台,舞う,空,1,0.001
スカート,舞台,女性,飛ぶ,2,0.002
スカート,舞台,花,空,1,0.001
スカート,舞台,羽,花,1,0.001
スカート,舞台,舞う,花,1,0.001
スカート,舞台,NA,NA,14,0.014
