B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,舞台,蝶,舞う,448,0.448
踊り子,舞台,蝶,花,234,0.234
踊り子,舞台,蝶,美しさ,26,0.026
踊り子,舞台,蝶,羽,206,0.206
踊り子,舞台,蝶,女性,41,0.041
踊り子,舞台,蝶,空,9,0.009
踊り子,舞台,蝶,飛ぶ,14,0.014
踊り子,舞台,蝶,儚さ,4,0.004
踊り子,舞台,NA,NA,18,0.018
踊り子,音楽,蝶,女性,166,0.166
踊り子,音楽,蝶,飛ぶ,71,0.071
踊り子,音楽,蝶,花,301,0.301
踊り子,音楽,蝶,儚さ,20,0.02
踊り子,音楽,蝶,空,41,0.041
踊り子,音楽,蝶,美しさ,130,0.13
踊り子,音楽,蝶,舞う,236,0.236
踊り子,音楽,蝶,羽,17,0.017
踊り子,音楽,NA,NA,18,0.018
音楽,舞台,女性,舞う,34,0.034
音楽,舞台,飛ぶ,舞う,70,0.07
音楽,舞台,花,舞う,283,0.283
音楽,舞台,儚さ,花,13,0.013
音楽,舞台,空,美しさ,15,0.015
音楽,舞台,美しさ,花,80,0.08
音楽,舞台,舞う,羽,179,0.179
音楽,舞台,舞う,女性,26,0.026
音楽,舞台,美しさ,舞う,22,0.022
音楽,舞台,女性,花,128,0.128
音楽,舞台,舞う,空,6,0.006
音楽,舞台,舞う,飛ぶ,12,0.012
音楽,舞台,飛ぶ,羽,1,0.001
音楽,舞台,美しさ,羽,21,0.021
音楽,舞台,空,舞う,25,0.025
音楽,舞台,美しさ,女性,2,0.002
音楽,舞台,美しさ,飛ぶ,1,0.001
音楽,舞台,儚さ,美しさ,5,0.005
音楽,舞台,舞う,花,13,0.013
音楽,舞台,女性,羽,1,0.001
音楽,舞台,羽,舞う,12,0.012
音楽,舞台,羽,女性,1,0.001
音楽,舞台,花,羽,3,0.003
音楽,舞台,花,空,2,0.002
音楽,舞台,花,女性,12,0.012
音楽,舞台,美しさ,儚さ,4,0.004
音楽,舞台,女性,美しさ,3,0.003
音楽,舞台,羽,美しさ,3,0.003
音楽,舞台,儚さ,舞う,2,0.002
音楽,舞台,羽,空,1,0.001
音楽,舞台,花,飛ぶ,1,0.001
音楽,舞台,空,羽,1,0.001
音楽,舞台,NA,NA,18,0.018
