B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,揺れる,蝶,女性,107,0.107
踊り子,揺れる,蝶,儚さ,401,0.401
踊り子,揺れる,蝶,羽,137,0.137
踊り子,揺れる,蝶,花,48,0.048
踊り子,揺れる,蝶,空,27,0.027
踊り子,揺れる,蝶,舞う,53,0.053
踊り子,揺れる,蝶,飛ぶ,13,0.013
踊り子,揺れる,蝶,美しさ,160,0.16
踊り子,揺れる,NA,NA,54,0.054
踊り子,舞台,蝶,舞う,299,0.299
踊り子,舞台,蝶,羽,159,0.159
踊り子,舞台,蝶,花,142,0.142
踊り子,舞台,蝶,飛ぶ,233,0.233
踊り子,舞台,蝶,儚さ,28,0.028
踊り子,舞台,蝶,美しさ,16,0.016
踊り子,舞台,蝶,女性,52,0.052
踊り子,舞台,蝶,空,17,0.017
踊り子,舞台,NA,NA,54,0.054
揺れる,舞台,女性,舞う,86,0.086
揺れる,舞台,儚さ,羽,129,0.129
揺れる,舞台,羽,花,82,0.082
揺れる,舞台,儚さ,舞う,128,0.128
揺れる,舞台,花,飛ぶ,22,0.022
揺れる,舞台,儚さ,飛ぶ,114,0.114
揺れる,舞台,羽,儚さ,24,0.024
揺れる,舞台,空,花,19,0.019
揺れる,舞台,舞う,花,26,0.026
揺れる,舞台,飛ぶ,美しさ,5,0.005
揺れる,舞台,舞う,羽,7,0.007
揺れる,舞台,美しさ,舞う,65,0.065
揺れる,舞台,美しさ,飛ぶ,80,0.08
揺れる,舞台,舞う,飛ぶ,11,0.011
揺れる,舞台,羽,美しさ,8,0.008
揺れる,舞台,儚さ,女性,21,0.021
揺れる,舞台,羽,女性,17,0.017
揺れる,舞台,花,舞う,14,0.014
揺れる,舞台,羽,舞う,5,0.005
揺れる,舞台,女性,美しさ,2,0.002
揺れる,舞台,空,女性,7,0.007
揺れる,舞台,女性,空,8,0.008
揺れる,舞台,花,羽,9,0.009
揺れる,舞台,女性,羽,4,0.004
揺れる,舞台,女性,花,1,0.001
揺れる,舞台,飛ぶ,花,7,0.007
揺れる,舞台,飛ぶ,儚さ,1,0.001
揺れる,舞台,舞う,儚さ,2,0.002
揺れる,舞台,儚さ,空,2,0.002
揺れる,舞台,儚さ,花,6,0.006
揺れる,舞台,美しさ,女性,1,0.001
揺れる,舞台,美しさ,羽,10,0.01
揺れる,舞台,舞う,女性,5,0.005
揺れる,舞台,儚さ,美しさ,1,0.001
揺れる,舞台,花,女性,1,0.001
揺れる,舞台,女性,飛ぶ,5,0.005
揺れる,舞台,花,空,2,0.002
揺れる,舞台,美しさ,空,3,0.003
揺れる,舞台,舞う,空,2,0.002
揺れる,舞台,女性,儚さ,1,0.001
揺れる,舞台,羽,飛ぶ,1,0.001
揺れる,舞台,空,舞う,1,0.001
揺れる,舞台,美しさ,花,1,0.001
揺れる,舞台,NA,NA,54,0.054
