B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,428,0.428
踊り子,スカート,蝶,舞う,55,0.055
踊り子,スカート,蝶,美しさ,184,0.184
踊り子,スカート,蝶,儚さ,39,0.039
踊り子,スカート,蝶,羽,91,0.091
踊り子,スカート,蝶,花,10,0.01
踊り子,スカート,蝶,空,47,0.047
踊り子,スカート,蝶,飛ぶ,11,0.011
踊り子,スカート,NA,NA,135,0.135
踊り子,回る,蝶,舞う,263,0.263
踊り子,回る,蝶,儚さ,110,0.11
踊り子,回る,蝶,女性,107,0.107
踊り子,回る,蝶,空,98,0.098
踊り子,回る,蝶,美しさ,95,0.095
踊り子,回る,蝶,羽,129,0.129
踊り子,回る,蝶,飛ぶ,20,0.02
踊り子,回る,蝶,花,43,0.043
踊り子,回る,NA,NA,135,0.135
スカート,回る,女性,舞う,217,0.217
スカート,回る,女性,儚さ,109,0.109
スカート,回る,舞う,女性,14,0.014
スカート,回る,美しさ,空,77,0.077
スカート,回る,儚さ,女性,32,0.032
スカート,回る,羽,美しさ,52,0.052
スカート,回る,美しさ,羽,78,0.078
スカート,回る,羽,女性,36,0.036
スカート,回る,女性,美しさ,22,0.022
スカート,回る,花,飛ぶ,2,0.002
スカート,回る,美しさ,飛ぶ,3,0.003
スカート,回る,女性,羽,51,0.051
スカート,回る,舞う,飛ぶ,7,0.007
スカート,回る,儚さ,空,3,0.003
スカート,回る,女性,飛ぶ,8,0.008
スカート,回る,空,舞う,40,0.04
スカート,回る,舞う,空,8,0.008
スカート,回る,美しさ,女性,23,0.023
スカート,回る,舞う,花,24,0.024
スカート,回る,儚さ,美しさ,3,0.003
スカート,回る,女性,花,19,0.019
スカート,回る,羽,空,3,0.003
スカート,回る,儚さ,舞う,1,0.001
スカート,回る,飛ぶ,美しさ,10,0.01
スカート,回る,舞う,儚さ,1,0.001
スカート,回る,美しさ,舞う,3,0.003
スカート,回る,花,舞う,1,0.001
スカート,回る,花,空,5,0.005
スカート,回る,空,美しさ,7,0.007
スカート,回る,女性,空,2,0.002
スカート,回る,舞う,美しさ,1,0.001
スカート,回る,花,女性,2,0.002
スカート,回る,飛ぶ,舞う,1,0.001
スカート,回る,NA,NA,135,0.135
