B_dom,B_cod,A_dom,A_cod,count,probability
踊り子,スカート,蝶,女性,881,0.881
踊り子,スカート,蝶,儚さ,1,0.001
踊り子,スカート,蝶,美しさ,74,0.074
踊り子,スカート,蝶,舞う,26,0.026
踊り子,スカート,蝶,羽,5,0.005
踊り子,スカート,蝶,空,2,0.002
踊り子,スカート,蝶,花,2,0.002
踊り子,スカート,NA,NA,9,0.009
踊り子,舞台,蝶,舞う,732,0.732
踊り子,舞台,蝶,花,136,0.136
踊り子,舞台,蝶,羽,48,0.048
踊り子,舞台,蝶,飛ぶ,26,0.026
踊り子,舞台,蝶,儚さ,7,0.007
踊り子,舞台,蝶,美しさ,16,0.016
踊り子,舞台,蝶,女性,4,0.004
踊り子,舞台,蝶,空,22,0.022
踊り子,舞台,NA,NA,9,0.009
舞台,スカート,舞う,女性,712,0.712
舞台,スカート,花,女性,131,0.131
舞台,スカート,花,儚さ,1,0.001
舞台,スカート,羽,美しさ,34,0.034
舞台,スカート,飛ぶ,舞う,20,0.02
舞台,スカート,羽,女性,14,0.014
舞台,スカート,儚さ,女性,6,0.006
舞台,スカート,舞う,羽,4,0.004
舞台,スカート,美しさ,女性,16,0.016
舞台,スカート,花,舞う,3,0.003
舞台,スカート,舞う,美しさ,14,0.014
舞台,スカート,女性,空,1,0.001
舞台,スカート,空,美しさ,18,0.018
舞台,スカート,舞う,空,1,0.001
舞台,スカート,空,舞う,3,0.003
舞台,スカート,女性,美しさ,2,0.002
舞台,スカート,空,女性,1,0.001
舞台,スカート,飛ぶ,女性,1,0.001
舞台,スカート,花,美しさ,1,0.001
舞台,スカート,飛ぶ,美しさ,4,0.004
舞台,スカート,儚さ,美しさ,1,0.001
舞台,スカート,舞う,花,1,0.001
舞台,スカート,飛ぶ,羽,1,0.001
舞台,スカート,女性,花,1,0.001
舞台,スカート,NA,NA,9,0.009
